weeknum,end_station_name,member_casual,count_of_users
26,Broadway & Sheridan Rd,casual,105
27,Wabash Ave & 16th St,casual,105
30,Broadway & Thorndale Ave,casual,105
14,LaSalle St & Illinois St,casual,104
15,Green St & Randolph St*,casual,104
15,Dayton St & North Ave,casual,104
15,New St & Illinois St,casual,104
18,Franklin St & Lake St,casual,104
19,Wabash Ave & Wacker Pl,casual,104
19,Ellis Ave & 55th St,casual,104
20,Dayton St & North Ave,casual,104
20,Sheffield Ave & Wellington Ave,casual,104
23,Sheridan Rd & Lawrence Ave,casual,104
27,Racine Ave & Belmont Ave,casual,104
27,Clarendon Ave & Gordon Ter,casual,104
29,Blue Island Ave & 18th St,casual,104
15,Larrabee St & Kingsbury St,casual,103
17,Shedd Aquarium,casual,103
18,Sheffield Ave & Wellington Ave,casual,103
20,Wabash Ave & 9th St,casual,103
20,Field Museum,casual,103
21,Dearborn Pkwy & Delaware Pl,casual,103
25,Loomis St & Jackson Blvd,casual,103
27,Seeley Ave & Roscoe St,casual,103
30,Racine Ave & Fullerton Ave,casual,103
2,University Ave & 57th St,casual,102
11,Wells St & Concord Ln,casual,102
13,DuSable Lake Shore Dr & North Blvd,casual,102
15,State St & Chicago Ave,casual,102
17,Sheffield Ave & Wrightwood Ave,casual,102
18,California Ave & Milwaukee Ave,casual,102
20,LaSalle Dr & Huron St,casual,102
20,Sedgwick St & Webster Ave,casual,102
21,LaSalle Dr & Huron St,casual,102
23,California Ave & Division St,casual,102
26,Lincoln Ave & Diversey Pkwy,casual,102
26,McClurg Ct & Erie St,casual,102
29,State St & Kinzie St,casual,102
30,Milwaukee Ave & Grand Ave,casual,102
30,Michigan Ave & 8th St,casual,102
12,Michigan Ave & Oak St,casual,101
23,Rhodes Ave & 32nd St,casual,101
23,Wells St & Polk St,casual,101
28,Milwaukee Ave & Grand Ave,casual,101
28,Michigan Ave & 14th St,casual,101
29,Michigan Ave & 14th St,casual,101
30,Canal St & Monroe St,casual,101
30,Western Ave & Walton St,casual,101
1,Streeter Dr & Grand Ave,casual,100
15,Pine Grove Ave & Irving Park Rd,casual,100
17,Wells St & Concord Ln,casual,100
21,Clinton St & Lake St,casual,100
21,Clark St & Chicago Ave,casual,100
22,Canal St & Adams St,casual,100
24,State St & Chicago Ave,casual,100
25,Rhodes Ave & 32nd St,casual,100
25,State St & Pearson St,casual,100
25,Kimbark Ave & 53rd St,casual,100
25,Ashland Ave & Wrightwood Ave,casual,100
26,Bissell St & Armitage Ave*,casual,100
26,Franklin St & Illinois St,casual,100
29,Canal St & Monroe St,casual,100
15,Clinton St & Madison St,casual,99
15,Wells St & Huron St,casual,99
18,Greenview Ave & Fullerton Ave,casual,99
19,Mies van der Rohe Way & Chicago Ave,casual,99
24,Clark St & Bryn Mawr Ave,casual,99
24,Benson Ave & Church St,casual,99
26,Delano Ct & Roosevelt Rd,casual,99
28,Lakefront Trail & Wilson Ave,casual,99
29,Clark St & Leland Ave,casual,99
15,Clark St & Randolph St,casual,98
15,Clark St & Chicago Ave,casual,98
19,Rush St & Cedar St,casual,98
21,Franklin St & Lake St,casual,98
24,Lake Park Ave & 56th St,casual,98
27,Dusable Harbor,casual,98
30,Aberdeen St & Monroe St,casual,98
30,Marine Dr & Ainslie St,casual,98
30,Jefferson St & Monroe St,casual,98
9,Michigan Ave & Washington St,casual,97
16,Sheffield Ave & Wrightwood Ave,casual,97
21,Lincoln Ave & Belmont Ave (Temp),casual,97
21,Damen Ave & Chicago Ave,casual,97
22,Lake Park Ave & 56th St,casual,97
22,Halsted St & Clybourn Ave,casual,97
25,Damen Ave & Thomas St (Augusta Blvd),casual,97
27,Larrabee St & Menomonee St,casual,97
27,Milwaukee Ave & Grand Ave,casual,97
30,May St & Taylor St,casual,97
12,Wells St & Concord Ln,casual,96
17,Lincoln Ave & Fullerton Ave,casual,96
19,Damen Ave & Chicago Ave,casual,96
20,Clinton St & Lake St,casual,96
22,Broadway & Berwyn Ave,casual,96
22,Orleans St & Chestnut St (NEXT Apts),casual,96
22,Shore Dr & 55th St,casual,96
22,Wells St & Huron St,casual,96
23,Wood St & Chicago Ave,casual,96
25,Broadway & Berwyn Ave,casual,96
26,Lake Park Ave & 56th St,casual,96
29,State St & 35th St,casual,96
29,Wabash Ave & 16th St,casual,96
30,Racine Ave & Belmont Ave,casual,96
10,Millennium Park,casual,95
13,Damen Ave & Pierce Ave,casual,95
16,Clark St & Newport St,casual,95
17,Wabash Ave & Grand Ave,casual,95
21,Larrabee St & Division St,casual,95
23,Leavitt St & Belmont Ave,casual,95
24,Wells St & Polk St,casual,95
25,Orleans St & Hubbard St,casual,95
27,Aberdeen St & Monroe St,casual,95
29,Aberdeen St & Randolph St,casual,95
30,Ashland Ave & Grace St,casual,95
30,Damen Ave & Wellington Ave,casual,95
13,Wabash Ave & Grand Ave,casual,94
14,DuSable Lake Shore Dr & Diversey Pkwy,casual,94
15,Calumet Ave & 18th St,casual,94
15,Ogden Ave & Chicago Ave,casual,94
16,Lincoln Ave & Fullerton Ave,casual,94
17,Racine Ave & Belmont Ave,casual,94
22,Racine Ave & Wrightwood Ave,casual,94
26,Streeter Dr & Grand Ave,casual,94
29,Clarendon Ave & Gordon Ter,casual,94
30,Halsted St & Roosevelt Rd,casual,94
9,Ellis Ave & 60th St,casual,93
19,Ashland Ave & Division St,casual,93
19,Stockton Dr & Wrightwood Ave,casual,93
21,Franklin St & Adams St (Temp),casual,93
23,Racine Ave & Wrightwood Ave,casual,93
28,Campbell Ave & Fullerton Ave,casual,93
9,Damen Ave & Pierce Ave,casual,92
15,Aberdeen St & Randolph St,casual,92
18,Clark St & North Ave,casual,92
18,Ashland Ave & Division St,casual,92
19,State St & Chicago Ave,casual,92
20,Greenview Ave & Fullerton Ave,casual,92
20,Stetson Ave & South Water St,casual,92
20,Clark St & Chicago Ave,casual,92
25,Eckhart Park,casual,92
25,Sedgwick St & Schiller St,casual,92
27,Aberdeen St & Randolph St,casual,92
28,Damen Ave & Wellington Ave,casual,92
30,Wood St & Augusta Blvd,casual,92
30,Michigan Ave & 14th St,casual,92
6,Millennium Park,casual,91
6,University Ave & 57th St,casual,91
10,Wells St & Concord Ln,casual,91
15,Marine Dr & Ainslie St,casual,91
19,Kimbark Ave & 53rd St,casual,91
20,Morgan St & Polk St,casual,91
21,Ellis Ave & 55th St,casual,91
22,Columbus Dr & Randolph St,casual,91
23,State St & Pearson St,casual,91
28,Dearborn St & Erie St,casual,91
29,Damen Ave & Thomas St (Augusta Blvd),casual,91
30,Dearborn St & Erie St,casual,91
7,Michigan Ave & Washington St,casual,90
9,Clark St & Elm St,casual,90
11,Shedd Aquarium,casual,90
13,LaSalle St & Illinois St,casual,90
14,Lincoln Ave & Fullerton Ave,casual,90
16,Pine Grove Ave & Waveland Ave,casual,90
16,Sheridan Rd & Montrose Ave,casual,90
18,Morgan St & Polk St,casual,90
19,Canal St & Madison St,casual,90
22,New St & Illinois St,casual,90
22,Bissell St & Armitage Ave*,casual,90
22,Stockton Dr & Wrightwood Ave,casual,90
24,Kimbark Ave & 53rd St,casual,90
28,Seeley Ave & Roscoe St,casual,90
29,Seeley Ave & Roscoe St,casual,90
29,Western Ave & Walton St,casual,90
7,Theater on the Lake,casual,89
11,LaSalle St & Illinois St,casual,89
13,Michigan Ave & Lake St,casual,89
14,Pine Grove Ave & Waveland Ave,casual,89
15,Burling St & Diversey Pkwy,casual,89
16,Racine Ave & Belmont Ave,casual,89
18,Clark St & Newport St,casual,89
19,Clark St & North Ave,casual,89
21,Clark St & Winnemac Ave,casual,89
23,Ashland Ave & Grace St,casual,89
25,Cornell Ave & Hyde Park Blvd,casual,89
26,Lakefront Trail & Wilson Ave,casual,89
28,Broadway & Ridge Ave,casual,89
28,Damen Ave & Thomas St (Augusta Blvd),casual,89
28,Sheffield Ave & Webster Ave,casual,89
29,Damen Ave & Wellington Ave,casual,89
9,Halsted St & Roscoe St,casual,88
12,Michigan Ave & Washington St,casual,88
14,Shedd Aquarium,casual,88
19,Clark St & Newport St,casual,88
23,Green St & Madison St,casual,88
25,Hermitage Ave & Polk St,casual,88
25,Blue Island Ave & 18th St,casual,88
26,LaSalle St & Illinois St,casual,88
28,Racine Ave & Belmont Ave,casual,88
29,Wood St & Augusta Blvd,casual,88
29,Southport Ave & Clybourn Ave,casual,88
30,Clinton St & Jackson Blvd,casual,88
6,Streeter Dr & Grand Ave,casual,87
10,LaSalle St & Illinois St,casual,87
12,Broadway & Barry Ave,casual,87
17,Halsted St & Dickens Ave,casual,87
18,Ritchie Ct & Banks St,casual,87
18,Canal St & Madison St,casual,87
18,Rush St & Superior St,casual,87
21,Ritchie Ct & Banks St,casual,87
22,Broadway & Sheridan Rd,casual,87
23,Broadway & Berwyn Ave,casual,87
29,Racine Ave & Fullerton Ave,casual,87
9,Clark St & Newport St,casual,86
13,State St & Chicago Ave,casual,86
14,Ellis Ave & 55th St,casual,86
15,Fairbanks Ct & Grand Ave,casual,86
15,Rush St & Hubbard St,casual,86
18,Clark St & Chicago Ave,casual,86
20,Franklin St & Jackson Blvd,casual,86
21,Morgan St & Polk St,casual,86
22,Mies van der Rohe Way & Chicago Ave,casual,86
24,Damen Ave & Thomas St (Augusta Blvd),casual,86
27,Dearborn St & Erie St,casual,86
29,Dearborn St & Erie St,casual,86
30,Sedgwick St & Schiller St,casual,86
9,University Ave & 57th St,casual,85
14,Kingsbury St & Kinzie St,casual,85
16,Wabash Ave & Grand Ave,casual,85
19,Sedgwick St & Webster Ave,casual,85
19,Field Museum,casual,85
20,Dearborn Pkwy & Delaware Pl,casual,85
20,Halsted St & Willow St,casual,85
20,Paulina Ave & North Ave,casual,85
22,Carpenter St & Huron St,casual,85
23,Damen Ave & Thomas St (Augusta Blvd),casual,85
26,Wood St & Augusta Blvd,casual,85
27,Franklin St & Adams St (Temp),casual,85
27,Wolcott (Ravenswood) Ave & Montrose Ave,casual,85
13,Ellis Ave & 60th St,casual,84
15,Milwaukee Ave & Grand Ave,casual,84
19,McClurg Ct & Ohio St,casual,84
20,Larrabee St & Division St,casual,84
20,Orleans St & Chestnut St (NEXT Apts),casual,84
20,Rush St & Superior St,casual,84
21,Halsted St & Willow St,casual,84
25,California Ave & Division St,casual,84
28,Racine Ave & Fullerton Ave,casual,84
1,Millennium Park,casual,83
12,University Ave & 57th St,casual,83
15,Theater on the Lake,casual,83
17,Racine Ave & Fullerton Ave,casual,83
19,Franklin St & Lake St,casual,83
20,Clark St & Grace St,casual,83
21,May St & Taylor St,casual,83
21,Wabash Ave & 9th St,casual,83
22,Wells St & Polk St,casual,83
22,Halsted St & Willow St,casual,83
23,Kimbark Ave & 53rd St,casual,83
25,Wood St & Chicago Ave,casual,83
26,State St & Harrison St,casual,83
26,California Ave & Milwaukee Ave,casual,83
28,Wabash Ave & 16th St,casual,83
30,Seeley Ave & Roscoe St,casual,83
30,Sheffield Ave & Webster Ave,casual,83
30,State St & Harrison St,casual,83
11,Dusable Harbor,casual,82
13,Clark St & Elm St,casual,82
20,Desplaines St & Jackson Blvd,casual,82
20,Ellis Ave & 58th St,casual,82
21,Ogden Ave & Race Ave,casual,82
22,Wells St & Evergreen Ave,casual,82
24,Racine Ave & Wrightwood Ave,casual,82
24,State St & Pearson St,casual,82
25,Racine Ave & Washington Blvd,casual,82
25,Halsted St & Willow St,casual,82
25,Central Park Ave & Bloomingdale Ave,casual,82
28,Canal St & Monroe St,casual,82
30,Southport Ave & Clybourn Ave,casual,82
9,Michigan Ave & Oak St,casual,81
12,Clinton St & Jackson Blvd,casual,81
13,University Ave & 57th St,casual,81
19,Green St & Madison St,casual,81
19,Halsted St & Fulton St,casual,81
20,Sheridan Rd & Buena Ave,casual,81
21,Humboldt Blvd & Armitage Ave,casual,81
22,Larrabee St & Menomonee St,casual,81
22,California Ave & Division St,casual,81
24,Sheridan Rd & Lawrence Ave,casual,81
28,Dusable Harbor,casual,81
28,Wood St & Chicago Ave,casual,81
29,Ashland Ave & Grace St,casual,81
30,Racine Ave & Randolph St,casual,81
9,Wilton Ave & Belmont Ave,casual,80
15,Michigan Ave & Madison St,casual,80
15,Milwaukee Ave & Rockwell St,casual,80
17,Sheffield Ave & Wellington Ave,casual,80
18,Damen Ave & Cortland St,casual,80
22,Benson Ave & Church St,casual,80
22,Seeley Ave & Roscoe St,casual,80
22,Sheffield Ave & Willow St,casual,80
23,Cornell Ave & Hyde Park Blvd,casual,80
24,Ashland Ave & Blackhawk St,casual,80
24,Wood St & Chicago Ave,casual,80
24,Ashland Ave & Wrightwood Ave,casual,80
25,Ashland Ave & Lake St,casual,80
27,Benson Ave & Church St,casual,80
27,Clinton St & Washington Blvd,casual,80
28,Franklin St & Adams St (Temp),casual,80
29,Green St & Randolph St*,casual,80
15,Sheridan Rd & Loyola Ave,casual,79
17,DuSable Lake Shore Dr & Diversey Pkwy,casual,79
21,Broadway & Thorndale Ave,casual,79
22,Clark St & Grace St,casual,79
22,Calumet Ave & 21st St,casual,79
23,Ashland Ave & Blackhawk St,casual,79
27,Campbell Ave & Fullerton Ave,casual,79
12,Kingsbury St & Kinzie St,casual,78
14,Wabash Ave & 9th St,casual,78
15,Broadway & Belmont Ave,casual,78
16,Michigan Ave & Lake St,casual,78
18,Dayton St & North Ave,casual,78
18,Lincoln Ave & Belmont Ave (Temp),casual,78
20,Ogden Ave & Race Ave,casual,78
23,Wood St & Augusta Blvd,casual,78
23,Wolcott (Ravenswood) Ave & Montrose Ave,casual,78
25,Damen Ave & Grand Ave,casual,78
27,Western Ave & Walton St,casual,78
29,Sheffield Ave & Webster Ave,casual,78
29,California Ave & Cortez St,casual,78
1,University Ave & 57th St,casual,77
10,Canal St & Adams St,casual,77
10,Wabash Ave & Grand Ave,casual,77
15,Wabash Ave & Roosevelt Rd,casual,77
16,Rush St & Superior St,casual,77
18,900 W Harrison St,casual,77
22,Morgan St & Polk St,casual,77
22,Clark St & Bryn Mawr Ave,casual,77
23,Blue Island Ave & 18th St,casual,77
23,Ashland Ave & Wrightwood Ave,casual,77
25,Ashland Ave & Grace St,casual,77
26,Wolcott (Ravenswood) Ave & Montrose Ave,casual,77
27,Paulina St & 18th St,casual,77
27,Broadway & Ridge Ave,casual,77
29,Campbell Ave & Fullerton Ave,casual,77
30,Broadway & Ridge Ave,casual,77
6,Broadway & Barry Ave,casual,76
12,Ellis Ave & 60th St,casual,76
13,Michigan Ave & Washington St,casual,76
13,Wilton Ave & Belmont Ave,casual,76
13,Sheffield Ave & Fullerton Ave,casual,76
14,Halsted St & Dickens Ave,casual,76
15,Broadway & Thorndale Ave,casual,76
16,Larrabee St & Kingsbury St,casual,76
22,Rush St & Cedar St,casual,76
24,Ashland Ave & Lake St,casual,76
25,Benson Ave & Church St,casual,76
26,Sheridan Rd & Lawrence Ave,casual,76
27,Sheffield Ave & Webster Ave,casual,76
27,Ashland Ave & Wellington Ave,casual,76
6,Clinton St & Jackson Blvd,casual,75
8,University Ave & 57th St,casual,75
13,Clark St & Newport St,casual,75
15,Dusable Harbor,casual,75
15,Dearborn St & Erie St,casual,75
15,State St & 33rd St,casual,75
16,DuSable Lake Shore Dr & Diversey Pkwy,casual,75
18,Franklin St & Jackson Blvd,casual,75
18,Damen Ave & Chicago Ave,casual,75
18,Sedgwick St & Webster Ave,casual,75
19,Clark St & Wrightwood Ave,casual,75
21,Leavitt St & Chicago Ave,casual,75
21,Green St & Randolph St*,casual,75
21,Paulina Ave & North Ave,casual,75
22,Clark St & Elm St,casual,75
25,Wood St & Augusta Blvd,casual,75
27,Southport Ave & Clybourn Ave,casual,75
29,Pine Grove Ave & Waveland Ave,casual,75
29,Larrabee St & Menomonee St,casual,75
30,Wabash Ave & 16th St,casual,75
30,Wolcott (Ravenswood) Ave & Montrose Ave,casual,75
30,Sheridan Rd & Lawrence Ave,casual,75
3,University Ave & 57th St,casual,74
7,Broadway & Barry Ave,casual,74
15,Wilton Ave & Diversey Pkwy,casual,74
16,Greenview Ave & Fullerton Ave,casual,74
17,Ravenswood Ave & Lawrence Ave,casual,74
23,Damen Ave & Division St,casual,74
26,Ashland Ave & Wrightwood Ave,casual,74
26,LaSalle Dr & Huron St,casual,74
28,Blue Island Ave & 18th St,casual,74
29,Wells St & Institute Pl,casual,74
29,Wood St & Chicago Ave,casual,74
30,Clarendon Ave & Leland Ave,casual,74
30,California Ave & Cortez St,casual,74
2,Michigan Ave & Washington St,casual,73
5,University Ave & 57th St,casual,73
7,Michigan Ave & Oak St,casual,73
9,DuSable Lake Shore Dr & North Blvd,casual,73
10,Michigan Ave & Washington St,casual,73
12,Clinton St & Madison St,casual,73
14,Kingsbury St & Erie St,casual,73
15,Lincoln Park Conservatory,casual,73
15,Sedgwick St & North Ave,casual,73
15,Aberdeen St & Jackson Blvd,casual,73
16,Kingsbury St & Erie St,casual,73
18,State St & Van Buren St,casual,73
19,Ritchie Ct & Banks St,casual,73
19,Clark St & Winnemac Ave,casual,73
19,Clark St & Grace St,casual,73
23,Loomis St & Jackson Blvd,casual,73
27,Halsted St & Roosevelt Rd,casual,73
28,Clinton St & Jackson Blvd,casual,73
28,Benson Ave & Church St,casual,73
29,Woodlawn Ave & 55th St,casual,73
30,Milwaukee Ave & Rockwell St,casual,73
30,Clarendon Ave & Gordon Ter,casual,73
1,Clark St & Elm St,casual,72
8,Broadway & Barry Ave,casual,72
10,Wells St & Elm St,casual,72
12,Canal St & Adams St,casual,72
13,Adler Planetarium,casual,72
15,Halsted St & Fulton St,casual,72
19,Rush St & Superior St,casual,72
20,State St & Van Buren St,casual,72
24,Wood St & Augusta Blvd,casual,72
27,California Ave & Cortez St,casual,72
29,Broadway & Ridge Ave,casual,72
30,California Ave & Division St,casual,72
2,Sheffield Ave & Fullerton Ave,casual,71
9,Broadway & Barry Ave,casual,71
10,State St & Chicago Ave,casual,71
13,Michigan Ave & Oak St,casual,71
14,Sheffield Ave & Wrightwood Ave,casual,71
19,Sheffield Ave & Wellington Ave,casual,71
20,May St & Taylor St,casual,71
21,Wood St & Chicago Ave,casual,71
26,Federal St & Polk St,casual,71
27,Pine Grove Ave & Waveland Ave,casual,71
27,California Ave & Division St,casual,71
30,Blue Island Ave & 18th St,casual,71
10,Kingsbury St & Kinzie St,casual,70
10,Wells St & Hubbard St,casual,70
12,Wabash Ave & Grand Ave,casual,70
12,LaSalle St & Illinois St,casual,70
13,Ellis Ave & 55th St,casual,70
16,Halsted St & Dickens Ave,casual,70
17,Southport Ave & Wellington Ave,casual,70
18,Wabash Ave & 9th St,casual,70
19,Greenview Ave & Fullerton Ave,casual,70
21,Wentworth Ave & Cermak Rd,casual,70
21,Wood St & Taylor St (Temp),casual,70
21,Stetson Ave & South Water St,casual,70
21,900 W Harrison St,casual,70
22,Ashland Ave & Wrightwood Ave,casual,70
23,Hermitage Ave & Polk St,casual,70
26,Blue Island Ave & 18th St,casual,70
27,Damen Ave & Wellington Ave,casual,70
28,Ashland Ave & Grace St,casual,70
28,Aberdeen St & Randolph St,casual,70
29,Ashland Ave & Wrightwood Ave,casual,70
2,Canal St & Adams St,casual,69
7,University Ave & 57th St,casual,69
11,Clinton St & Jackson Blvd,casual,69
11,Wabash Ave & Grand Ave,casual,69
11,Wells St & Elm St,casual,69
11,Canal St & Madison St,casual,69
13,Dearborn St & Erie St,casual,69
13,Wells St & Evergreen Ave,casual,69
14,Michigan Ave & Lake St,casual,69
15,Damen Ave & Division St,casual,69
19,Franklin St & Jackson Blvd,casual,69
20,Wells St & Walton St,casual,69
26,Ashland Ave & Grace St,casual,69
27,Clinton St & Jackson Blvd,casual,69
28,Green St & Randolph St*,casual,69
29,Ashland Ave & Wellington Ave,casual,69
30,Ashland Ave & Wrightwood Ave,casual,69
30,Larrabee St & Menomonee St,casual,69
6,Theater on the Lake,casual,68
7,New St & Illinois St,casual,68
9,Clinton St & Jackson Blvd,casual,68
9,Wabash Ave & Grand Ave,casual,68
9,Sangamon St & Lake St,casual,68
9,Wells St & Hubbard St,casual,68
10,Clinton St & Jackson Blvd,casual,68
10,Sheffield Ave & Fullerton Ave,casual,68
13,Clinton St & Jackson Blvd,casual,68
14,Racine Ave & Belmont Ave,casual,68
15,Sedgwick St & Huron St,casual,68
17,Kingsbury St & Erie St,casual,68
22,Eckhart Park,casual,68
23,Racine Ave & Washington Blvd,casual,68
23,Southport Ave & Wellington Ave,casual,68
23,Ashland Ave & Lake St,casual,68
24,Leavitt St & Belmont Ave,casual,68
24,Blue Island Ave & 18th St,casual,68
25,Calumet Ave & 21st St,casual,68
25,Elizabeth St & Fulton St,casual,68
26,Carpenter St & Huron St,casual,68
28,Jefferson St & Monroe St,casual,68
30,Pine Grove Ave & Waveland Ave,casual,68
2,LaSalle St & Illinois St,casual,67
6,Clark St & Elm St,casual,67
6,LaSalle St & Illinois St,casual,67
8,Ellis Ave & 60th St,casual,67
9,Wells St & Elm St,casual,67
11,State St & Randolph St,casual,67
12,Canal St & Madison St,casual,67
17,Federal St & Polk St,casual,67
19,California Ave & Milwaukee Ave,casual,67
24,Calumet Ave & 21st St,casual,67
24,Ashland Ave & Grace St,casual,67
