hour,end_station_name,member_casual,count_of_users
20,Clark St & Columbia Ave,casual,3
0,Sedgwick St & North Ave,casual,3
20,Conservatory Dr & Lake St,casual,3
18,Artesian Ave & 55th St,casual,3
11,Exchange Ave & 79th St,casual,3
9,Kedzie Ave & Bryn Mawr Ave,casual,3
7,Orleans St & Elm St,casual,3
6,Clybourn Ave & Division St,casual,3
0,Public Rack - Kedzie Ave & 54th St - SE,casual,3
15,Prairie Ave & 43rd St,casual,3
23,Ashland Ave & Belle Plaine Ave,casual,3
13,Wallace St & 35th St,casual,3
16,Austin Blvd & Lake St,casual,3
0,LaSalle St & Washington St,casual,3
16,Western Ave & 24th St,casual,3
11,Bernard St & Elston Ave,casual,3
12,Halsted St & 35th St,casual,3
11,Public Rack - Lowell Ave & Elston Ave,casual,3
21,Public Rack - Harvard Ave & 119th St,casual,3
6,Lakeview Ave & Fullerton Pkwy,casual,3
13,Bernard St & Elston Ave,casual,3
4,Clarendon Ave & Leland Ave,casual,3
8,Woodlawn Ave & Lake Park Ave,casual,3
8,Michigan Ave & 18th St,casual,3
0,Eggleston Ave & 69th St,casual,3
12,Orange & Addison,casual,3
7,Calumet Ave & 35th St,casual,3
10,Kedzie Ave & George St,casual,3
5,Clinton St & Washington Blvd,casual,3
19,Cottage Grove Ave & 83rd St,casual,3
3,Michigan Ave & Ida B Wells Dr,casual,3
5,Damen Ave & Clybourn Ave,casual,3
22,Burnham Greenway & 105th St,casual,3
0,Halsted St & Archer Ave,casual,3
10,Walden Pkwy & 100th St,casual,3
16,Dodge Ave & Main St,casual,3
5,Rockwell St & Eastwood Ave,casual,3
8,Malcolm X College,casual,3
23,Clark St & Wellington Ave,casual,3
19,W Oakdale Ave & N Broadway,casual,3
19,Stony Island Ave & 67th St,casual,3
14,Lincoln Ave & Balmoral Ave,casual,3
7,Morgan St & 31st St,casual,3
9,Broadway & Granville Ave,casual,3
16,Public Rack - Midway Orange Line,casual,3
14,Western Ave & 104th St,casual,3
12,Malcolm X College,casual,3
7,Wentworth Ave & 24th St (Temp),casual,3
9,Avers Ave & Belmont Ave,casual,3
6,Dearborn St & Adams St,casual,3
14,Halsted St & 56th St,casual,3
6,Damen Ave & Charleston St,casual,3
6,Green St & Washington Blvd,casual,3
6,Clark St & Drummond Pl,casual,3
3,Franklin St & Chicago Ave,casual,3
10,Eberhart Ave & 61st St,casual,3
6,Ravenswood Ave & Irving Park Rd,casual,3
20,Ashland Ave & Grand Ave,casual,3
20,Canal St & Harrison St,casual,3
18,Dodge Ave & Church St,casual,3
7,Prospect Sq & 91st St,casual,3
7,Clark St & Wellington Ave,casual,3
16,Western Ave & Lunt Ave,casual,3
8,Campbell Ave & Irving Park Rd,casual,3
0,Racine Ave & Congress Pkwy,casual,3
1,Kedzie Ave & Palmer Ct,casual,3
23,Morgan St & 31st St,casual,3
18,Public Rack - Kilbourn Ave & Fullerton Ave,casual,3
6,Central Park Ave & Ogden Ave,casual,3
11,2112 W Peterson Ave,casual,3
14,Sacramento Blvd & Addison St,casual,3
9,Washtenaw Ave & Peterson Ave,casual,3
13,Kedzie Ave & Leland Ave,casual,3
5,Broadway & Cornelia Ave,casual,3
19,California Ave & Fletcher St,casual,3
17,Dorchester Ave & 63rd St,casual,3
5,Talman Ave & Addison St,casual,3
13,Baltimore Ave & 87th St,casual,3
17,Ellis Ave & 83rd St,casual,3
4,Spaulding Ave & Division St,casual,3
13,Kedzie Ave & Roosevelt Rd,casual,3
5,Kedzie Ave & Palmer Ct,casual,3
3,Emerald Ave & 31st St,casual,3
9,Racine Ave & 35th St,casual,3
22,Michigan Ave & Pearson St,casual,3
9,Western Ave & 21st St,casual,3
14,Menard Ave & North Ave,casual,3
13,Fullerton & Monitor,casual,3
17,Western Ave & Howard St,casual,3
16,Hoyne Ave & 34th St,casual,3
21,Elizabeth St & Randolph St,casual,3
22,Clark St & Columbia Ave,casual,3
10,Perry Ave & 69th St,casual,3
13,Public Rack - Prairie Ave & 47th St ,casual,3
3,Clinton St & 18th St,casual,3
9,Conservatory Dr & Lake St,casual,3
7,Dearborn St & Van Buren St,casual,3
15,Western Ave & Gunnison St,casual,3
5,Ellis Ave & 55th St,casual,3
6,Broadway & Argyle St,casual,3
19,Seeley Ave & Garfield Blvd,casual,3
14,Eberhart Ave & 61st St,casual,3
16,Jeffery Blvd & 76th St,casual,3
18,Dodge Ave & Main St,casual,3
21,Franklin St & Monroe St,casual,3
4,Sedgwick St & North Ave,casual,3
0,Budlong Woods Library,casual,3
0,State St & 19th St,casual,3
20,Lakefront Trail & Bryn Mawr Ave,casual,3
13,Central Ave & Lake St,casual,3
0,Wabash Ave & Cermak Rd,casual,3
10,2112 W Peterson Ave,casual,3
23,Pulaski Rd & 60th St,casual,3
10,Ridge Blvd & Touhy Ave,casual,3
15,Sacramento Blvd & Fulton Ave,casual,3
19,Pulaski Rd & Congress Pkwy,casual,3
9,Halsted St & North Branch St,casual,3
16,Lavergne & Fullerton,casual,3
5,Wabash Ave & Grand Ave,casual,3
12,Western Blvd & 48th Pl,casual,3
7,Mulligan Ave & Wellington Ave,casual,3
18,Lawndale Ave & 111th St,casual,3
6,Halsted St & Dickens Ave,casual,3
7,May St & Cullerton St,casual,3
12,Central Park Ave & 24th St,casual,3
16,Springfield Ave & 47th St,casual,3
7,Damen Ave & Madison St,casual,3
12,Doty Ave & 111th St,casual,3
1,Financial Pl & Ida B Wells Dr,casual,3
19,Walden Pkwy & 100th St,casual,3
7,Francisco Ave & Foster Ave,casual,3
11,Prospect Sq & 91st St,casual,3
1,Lincoln Ave & Waveland Ave,casual,3
9,Lake Park Ave & 35th St,casual,3
15,Racine Ave & 65th St,casual,3
19,Central Ave & Parker Ave,casual,3
12,Kedzie Ave & Foster Ave,casual,3
7,Eastlake Ter & Howard St,casual,3
17,Kildare Ave & Division St,casual,3
20,Austin Blvd & Chicago Ave,casual,3
2,Halsted St & Maxwell St,casual,3
4,Ravenswood Ave & Lawrence Ave,casual,3
16,Western Blvd & 48th Pl,casual,3
17,Public Rack - Woodlawn Ave & 63rd St N,casual,3
2,Chicago Ave & Washington St,casual,3
5,Chicago Ave & Sheridan Rd,casual,3
1,Oakley Ave & Touhy Ave,casual,3
4,Sheridan Rd & Noyes St (NU),casual,3
17,Dauphin Ave & 87th St,casual,3
23,Millard Ave & 26th St,casual,3
1,Troy St & Grace St,casual,3
18,Western Blvd & 48th Pl,casual,3
17,Western Ave & Gunnison St,casual,3
2,Keystone Ave & Montrose Ave,casual,3
1,Burling St & Diversey Pkwy,casual,3
0,Elston Ave & Wabansia Ave,casual,3
18,Austin Blvd & Chicago Ave,casual,3
17,Public Rack - Christiana Ave & Belmont Ave,casual,3
3,Wells St & Evergreen Ave,casual,3
4,State St & 33rd St,casual,3
6,Ashland Ave & 13th St,casual,3
22,MLK Jr Dr & 63rd St,casual,3
20,Clinton St & Polk St,casual,3
5,Clark St & Grace St,casual,3
12,Tripp Ave & 65th St,casual,3
16,Nordica & Medill,casual,3
13,Lincoln Ave & Peterson Ave,casual,3
16,Halsted St & 69th St,casual,3
19,Western Ave & Berteau Ave,casual,3
2,California Ave & Francis Pl,casual,3
8,Halsted St & 18th St,casual,3
14,Archer Ave & 43rd St,casual,3
3,Southport Ave & Irving Park Rd,casual,3
0,Ravenswood Ave & Irving Park Rd,casual,3
2,Adler Planetarium,casual,3
6,Humboldt Blvd & Armitage Ave,casual,3
17,Union Ave & Root St,casual,3
14,Ewing Ave & Burnham Greenway,casual,3
6,Rush St & Cedar St,casual,3
12,Public Rack - Karlov Ave & Lawrence Ave,casual,3
14,Lincoln Ave & Peterson Ave,casual,3
11,Warren Park West,casual,3
5,Kimball Ave & Belmont Ave,casual,3
19,Union Ave & Root St,casual,3
10,Kimball Ave & Belmont Ave,casual,3
19,Vernon Ave & 75th St,casual,3
8,South Shore Dr & 74th St,casual,3
0,Ashland Ave & Belle Plaine Ave,casual,3
3,Clark St & North Ave,casual,3
15,Austin Blvd & Chicago Ave,casual,3
2,Winthrop Ave & Lawrence Ave,casual,3
20,63rd St Beach,casual,3
7,Damen Ave & Melrose Ave,casual,3
13,Monticello Ave & Chicago Ave,casual,3
17,Elizabeth St & 92nd St,casual,3
11,Kedzie Ave & 48th Pl,casual,3
23,Sayre & Diversey,casual,3
4,LaSalle Dr & Huron St,casual,3
16,Greenwood Ave & 97th St,casual,3
4,Western Ave & Roscoe St,casual,3
3,Elmwood Ave & Austin St,casual,3
7,Public Rack - Lorel Ave & Grand Ave,casual,3
12,N Clark St & W Elm St,casual,3
17,Cottage Grove Ave & 67th St,casual,3
1,Ashland Ave & Lake St,casual,3
11,Lamon Ave & Belmont Ave,casual,3
21,Cicero Ave & Grace St,casual,3
22,N Clark St & W Elm St,casual,3
6,Wentworth Ave & 33rd St,casual,3
14,Western Ave & 111th St,casual,3
14,Public Rack - California Ave & Cortez St,casual,3
10,Chicago State University,casual,3
5,Eckhart Park,casual,3
5,Rhodes Ave & 32nd St,casual,3
11,Public Rack - Cicero Ave & Wrightwood Ave,casual,3
6,Eggleston Ave & 69th St,casual,3
6,Campbell Ave & Montrose Ave,casual,3
10,MLK Jr Dr & Pershing Rd,casual,3
4,Southport Ave & Clark St,casual,3
17,Vernon Ave & 75th St,casual,3
7,Prairie Ave & Garfield Blvd,casual,3
11,Sheridan Rd & Columbia Ave,casual,3
5,Sheffield Ave & Willow St,casual,3
0,Western Ave & 24th St,casual,3
21,Francisco Ave & Chicago Ave,casual,3
6,Racine Ave & 13th St,casual,3
19,Public Rack - Springfield Ave & Lawrence Ave,casual,3
2,Michigan Ave & Oak St,casual,3
15,Western Ave & 111th St,casual,3
20,Wallace St & 35th St,casual,3
10,Greenwood Ave & 97th St,casual,3
3,Shore Dr & 55th St,casual,3
1,Loomis St & Archer Ave,casual,3
22,Kedzie Ave & Bryn Mawr Ave,casual,3
1,Wallace St & 35th St,casual,3
2,Western Ave & Monroe St,casual,3
4,Leavitt St & Archer Ave,casual,3
8,Public Rack - Cicero Ave & Wrightwood Ave,casual,3
3,Racine Ave & Randolph St,casual,3
19,Kenosha & Wellington,casual,3
11,Burnham Greenway & 105th St,casual,3
21,Public Rack - Kimball Ave & Lawrence Ave,casual,3
10,Public Rack - Cicero Ave & Wrightwood Ave,casual,3
22,Burnham Greenway & 112th St,casual,3
20,Stony Island Ave & 63rd St,casual,3
6,Paulina St & Montrose Ave,casual,3
23,Orange & Addison,casual,3
1,Woodlawn Ave & 55th St,casual,3
23,Western Ave & Berteau Ave,casual,3
4,Jefferson St & Monroe St,casual,3
1,Ridge Blvd & Howard St,casual,3
21,California Ave & Byron St,casual,3
6,California Ave & Division St,casual,3
14,Public Rack - Forest Glen & Peterson,casual,3
2,Noble St & Milwaukee Ave,casual,3
10,Public Rack - Monticello Ave & Belmont Ave,casual,3
16,Western Ave & 104th St,casual,3
18,Western Ave & Berteau Ave,casual,3
21,Harlem & Irving Park,casual,3
22,Orange & Addison,casual,3
18,Vincennes Ave & 104th St,casual,3
10,State St & 29th St,casual,3
5,Racine Ave & 35th St,casual,3
4,Leavitt St & Division St,casual,3
9,Racine Ave & Fullerton Ave (Temp),casual,3
2,Clark St & Armitage Ave,casual,3
7,Sangamon St & Washington Blvd,casual,3
0,Kedzie Ave & Palmer Ct,casual,3
8,Public Rack - Milwaukee Ave & Addison St,casual,3
11,Torrence Ave & 106th St,casual,3
3,Vernon Ave & 107th St,casual,3
20,Millard Ave & 26th St,casual,3
10,Woodlawn Ave & Lake Park Ave,casual,3
10,Malcolm X College,casual,3
13,Cottage Grove Ave & 63rd St,casual,3
1,Franklin St & Chicago Ave,casual,3
8,Broadway & Argyle St,casual,3
19,Halsted St & 35th St,casual,3
8,Central Park Ave & Ogden Ave,casual,3
2,Wabash Ave & Roosevelt Rd,casual,3
5,Troy St & Elston Ave,casual,3
16,Central Park Ave & Ogden Ave,casual,3
2,Public Rack - Hamlin Ave & Montrose Ave,casual,3
19,Cottage Grove Ave & 63rd St,casual,3
1,St. Clair St & Erie St,casual,3
16,Halsted St & 59th St,casual,3
5,Pine Grove Ave & Irving Park Rd,casual,3
13,Halsted St & 35th St,casual,3
12,Woodlawn Ave & 75th St,casual,3
8,Burling St & Diversey Pkwy,casual,3
21,Kenosha & Wellington,casual,3
23,W Oakdale Ave & N Broadway,casual,3
18,Western Ave & Gunnison St,casual,3
23,Milwaukee Ave & Wabansia Ave,casual,3
0,Loomis St & Archer Ave,casual,3
14,Kedzie Ave & Leland Ave,casual,3
23,May St & Cullerton St,casual,3
5,Richmond St & Diversey Ave,casual,3
2,Ashland Ave & Belle Plaine Ave,casual,3
5,Logan Blvd & Elston Ave,casual,3
12,California Ave & Lake St,casual,3
17,Homan Ave & 65th St,casual,3
1,Elizabeth St & Fulton St,casual,3
0,Walsh Park,casual,3
12,Damen Ave & Coulter St,casual,3
5,Broadway & Argyle St,casual,3
0,Sangamon St & Lake St,casual,3
21,Leamington Ave & Hirsch St,casual,3
8,Racine Ave & Fullerton Ave (Temp),casual,3
6,Leavitt St & Armitage Ave,casual,3
21,Calumet Ave & 35th St,casual,3
8,Budlong Woods Library,casual,3
21,Racine Ave & Congress Pkwy,casual,3
7,Narragansett & Wrightwood,casual,3
5,Broadway & Belmont Ave,casual,3
11,California Ave & North Ave,casual,3
18,St Louis Ave & 59th St,casual,3
9,Western Ave & Lunt Ave,casual,3
17,Kedzie Ave & Roosevelt Rd,casual,3
22,Yates Blvd & 75th St,casual,3
22,California Ave & Fletcher St,casual,3
13,Public Rack - Wood St & 47th St,casual,3
19,Halsted St & 56th St,casual,3
6,Morgan St & 31st St,casual,3
21,Seeley Ave & Garfield Blvd,casual,3
16,Eberhart Ave & 61st St,casual,3
7,Knox Ave & Montrose Ave,casual,3
10,Wood St & 35th St,casual,3
9,MTV Hubbard St,casual,3
0,Central Park Ave & North Ave,casual,3
8,Albany Ave & Belmont Ave,casual,3
21,Public Rack - Washtenaw Ave & Superior St,casual,3
17,Cottage Grove Ave & 63rd St,casual,3
15,Ashland Ave & McDowell Ave,casual,3
12,Warren Park East,casual,3
0,Public Rack - Monticello Ave & Belmont Ave,casual,3
9,Broadway & Argyle St,casual,3
8,Buckingham Fountain,casual,3
11,Western Ave & Howard St,casual,3
7,Wood St & Milwaukee Ave,casual,3
16,Kedzie Ave & Harrison St,casual,3
1,Troy St & Elston Ave,casual,3
14,Albany Ave & Belmont Ave,casual,3
11,Spaulding Ave & Division St,casual,3
10,Valli Produce - Evanston Plaza,casual,3
9,Central St & Girard Ave,casual,3
8,Ashland Ave & Augusta Blvd,casual,3
8,Central Park Ave & 24th St,casual,3
22,Kenton Ave & Madison St,casual,3
7,Financial Pl & Ida B Wells Dr,casual,3
21,Wentworth Ave & 24th St (Temp),casual,3
5,Damen Ave & Walnut (Lake) St,casual,3
8,Kedzie Ave & Foster Ave,casual,3
15,Malcolm X College,casual,3
9,Malcolm X College,casual,3
18,Tripp Ave & 15th St,casual,3
17,Halsted St & 51st St,casual,3
18,Oak Park & Wellington,casual,3
4,Clinton St & 18th St,casual,3
2,Warren Park West,casual,3
18,Western Ave & 104th St,casual,3
23,Smith Park,casual,3
21,Public Rack - Washtenaw Ave & Devon Ave,casual,3
13,South Shore Dr & 71st St,casual,3
23,Monticello Ave & Irving Park Rd,casual,3
18,Pulaski Rd & Eddy St (Temp),casual,3
21,Racine Ave & 35th St,casual,3
8,Washtenaw Ave & Ogden Ave,casual,3
18,Millard Ave & 26th St,casual,3
13,Washtenaw Ave & Ogden Ave,casual,3
10,Spaulding Ave & Armitage Ave,casual,3
21,Wood St & 35th St,casual,3
19,Lincoln Ave & Byron St,casual,3
12,Pulaski Rd & Eddy St,casual,3
9,La Villita Park (Albany/30th),casual,3
13,Public Rack - California Ave & Cortez St,casual,3
4,Clark St & Montrose Ave,casual,3
0,Halsted St & Fulton St,casual,3
16,Public Rack - Hamlin Ave & Montrose Ave,casual,3
1,Humboldt Blvd & Armitage Ave,casual,3
17,Archer Ave & 43rd St,casual,3
9,Kosciuszko Park,casual,3
7,Avenue O & 134th St,casual,3
7,Damen Ave & Cullerton St,casual,3
0,Ridge Blvd & Touhy Ave,casual,3
17,Central Park Ave & Ohio St,casual,3
23,Wabash Ave & Cermak Rd,casual,3
15,Jeffery Blvd & 76th St,casual,3
4,Ashland Ave & Belle Plaine Ave,casual,3
9,Public Rack - Milwaukee Ave & Higgins Ave,casual,3
1,Sayre & Diversey,casual,3
5,Leavitt St & Chicago Ave,casual,3
10,Ashland Ave & Belle Plaine Ave,casual,3
12,Cottage Grove Ave & 47th St,casual,3
17,Wolcott Ave & Fargo Ave,casual,3
6,Paulina St & Howard St,casual,3
13,Public Rack - Avers Ave & Archer Ave,casual,3
13,Elston Ave & Wabansia Ave,casual,3
9,Warren Park West,casual,3
18,Chicago State University,casual,3
23,Indiana Ave & 26th St,casual,3
15,Kostner Ave & Adams St,casual,3
18,Public Rack - Washtenaw Ave & Devon Ave,casual,3
17,Halsted St & 63rd St,casual,3
13,Cottage Grove Ave & 43rd St,casual,3
1,Kostner Ave & Wrightwood Ave,casual,3
18,Kedzie Ave & Roosevelt Rd,casual,3
3,Seeley Ave & Roscoe St,casual,3
7,Western Ave & 24th St,casual,3
20,Avenue O & 134th St,casual,3
19,Public Rack - Hyde Park Blvd & 55th St,casual,3
19,Public Rack - Cicero Ave & Wrightwood Ave,casual,3
5,Oakley Ave & Irving Park Rd,casual,3
2,Central St Metra,casual,3
0,Public Rack - Hamlin Ave & Fullerton Ave,casual,3
2,Orleans St & Hubbard St,casual,3
20,DuSable Museum,casual,3
11,Western Ave & 111th St,casual,3
19,Stony Island Ave & 64th St,casual,3
7,Kedzie Ave & George St,casual,3
3,Woodlawn Ave & 55th St,casual,3
9,Racine Ave & 13th St,casual,3
7,Ridge Blvd & Howard St,casual,3
0,Wood St & Webster Ave,casual,3
18,Elizabeth St & 59th St,casual,3
23,Pulaski Rd & Eddy St,casual,3
23,Halsted St & North Branch St,casual,3
5,Woodlawn Ave & 55th St,casual,3
17,Richmond St & 59th St,casual,3
15,Public Rack - Kostner Ave & Armitage Ave,casual,3
19,Cicero Ave & Flournoy St,casual,3
3,Keystone Ave & Fullerton Ave,casual,3
0,Halsted St & North Branch St,casual,3
17,Laramie Ave & Madison St,casual,3
18,Virginia Ave & Catalpa Ave,casual,3
2,Wells St & 19th St,casual,3
20,State St & 95th St,casual,3
7,Oakley Ave & Touhy Ave,casual,3
1,Artesian Ave & Hubbard St,casual,3
3,Wood St & Augusta Blvd,casual,3
17,Doty Ave & 111th St,casual,3
19,Kedzie Ave & 48th Pl,casual,3
15,Virginia Ave & Catalpa Ave,casual,3
3,Calumet Ave & 21st St,casual,3
7,Kedzie Ave & Bryn Mawr Ave,casual,3
3,Clinton St & Jackson Blvd,casual,3
0,Fort Dearborn Dr & 31st St,casual,3
2,Oakley Ave & Touhy Ave,casual,3
22,Albany Ave & Belmont Ave,casual,3
21,Burnham Greenway & 105th St,casual,3
9,Clinton St & Polk St,casual,3
12,Homan Ave & 65th St,casual,3
1,Wells St & Elm St,casual,3
18,Doty Ave & 111th St,casual,3
15,Sacramento Blvd & Addison St,casual,3
3,Lincoln Ave & Belmont Ave (Temp),casual,3
2,California Ave & North Ave,casual,3
8,Leavitt St & Armitage Ave,casual,3
8,Lakeview Ave & Fullerton Pkwy,casual,3
7,N Clark St & W Elm St,casual,3
23,Public Rack - California Ave & Cortez St,casual,3
2,Malcolm X College,casual,3
18,Western Ave & Ardmore Ave,casual,3
17,South Shore Dr & 67th St,casual,3
18,Central Park Ave & Ogden Ave,casual,3
5,Fairbanks St & Superior St,casual,3
14,Kedzie Ave & 57th St,casual,3
0,Throop St & Taylor St,casual,3
14,Lavergne & Fullerton,casual,3
6,Wolcott Ave & Polk St,casual,3
0,Washtenaw Ave & Lawrence Ave,casual,3
20,Damen Ave & 74th St,casual,3
13,Manor Ave & Leland Ave,casual,3
17,Public Rack - Spaulding Ave & North Ave,casual,3
15,Lincoln Ave & Peterson Ave,casual,3
16,Public Rack - California Ave & Marquette Rd,casual,3
6,Western Ave & Walton St,casual,3
11,Lavergne & Fullerton,casual,3
11,Latrobe Ave & Chicago Ave,casual,3
12,Kedzie Ave & 48th Pl,casual,3
14,Cicero Ave & Lake St,casual,3
21,W Oakdale Ave & N Broadway,casual,3
1,Lincoln Ave & Roscoe St*,casual,3
11,Montrose Harbor,casual,3
22,Public Rack - Avers Ave & Irving Park Rd,casual,3
16,Normal Ave & Archer Ave,casual,3
6,Morgan St & Lake St*,casual,3
2,Wabash Ave & 9th St,casual,3
14,MTV Hubbard St,casual,3
15,California Ave & Francis Pl (Temp),casual,3
14,Kedzie Ave & 21st St,casual,3
21,Public Rack - Pulaski Rd & Armitage Ave,casual,3
3,Leavitt St & Chicago Ave,casual,3
7,Kilbourn Ave & Irving Park Rd,casual,3
4,Ogden Ave & Chicago Ave,casual,3
8,Clark St & Berwyn Ave,casual,3
16,Richmond St & Lincoln Ave,casual,3
16,Spaulding Ave & Division St,casual,3
11,N Southport Ave & W Newport Ave,casual,3
16,Perry Ave & 69th St,casual,3
6,Kimball Ave & Belmont Ave,casual,3
22,Orleans St & Elm St,casual,3
12,Oakley Ave & Touhy Ave,casual,3
11,Elston Ave & Wabansia Ave,casual,3
16,Kedzie Ave & 52nd St,casual,3
5,Elston Ave & Cortland St,casual,3
11,Hastings LWS,casual,3
0,Damen Ave & Clybourn Ave,casual,3
15,Central St & Girard Ave,casual,3
7,Kedzie Ave & Palmer Ct,casual,3
6,Sheridan Rd & Argyle St,casual,3
20,Doty Ave & 111th St,casual,3
22,Woodlawn Ave & 75th St,casual,3
7,Milwaukee Ave & Fullerton Ave,casual,3
8,Ashland Ave & Grand Ave,casual,3
15,Washtenaw Ave & Polk St,casual,3
1,Albany Ave & Bloomingdale Ave,casual,3
6,Lincoln Ave & Roscoe St*,casual,3
13,Lockwood Ave & Wrightwood Ave,casual,3
4,Clarendon Ave & Junior Ter,casual,3
16,Woodlawn Ave & Lake Park Ave,casual,3
2,Winchester Ave & Elston Ave,casual,3
10,Rainbow Beach,casual,3
2,Monticello Ave & Irving Park Rd,casual,3
11,Nordica & Medill,casual,3
15,Cottage Grove Ave & 111th Pl,casual,3
15,Western Ave & Berteau Ave,casual,3
14,Public Rack - Avondale Ave & Addison St,casual,3
4,Sheridan Rd & Buena Ave,casual,3
4,Ashland Ave & 13th St,casual,3
19,MLK Jr Dr & 47th St,casual,3
2,Francisco Ave & Chicago Ave,casual,3
21,Public Rack - Francisco Ave & Touhy Ave,casual,3
7,Cottage Grove Ave & 51st St,casual,3
7,Kedzie Ave & Lake St,casual,3
11,Clark St & Touhy Ave,casual,3
5,Greenview Ave & Fullerton Ave,casual,3
2,Laflin St & Cullerton St,casual,3
9,Keystone Ave & Montrose Ave,casual,3
23,Ridge Blvd & Touhy Ave,casual,3
18,Paulina St & Howard St,casual,3
2,Stockton Dr & Wrightwood Ave,casual,3
16,Michigan Ave & 71st St,casual,3
4,Franklin St & Jackson Blvd,casual,3
2,Maplewood Ave & Peterson Ave,casual,3
17,Stony Island Ave & 82nd St,casual,3
3,Adler Planetarium,casual,3
11,63rd St Beach,casual,3
8,Public Rack - Milwaukee Ave & Diversey Ave,casual,3
18,Public Rack - Kedzie Ave & Archer Ave,casual,3
7,Canal St & Harrison St,casual,3
4,McClurg Ct & Erie St,casual,3
19,Lamon Ave & Armitage Ave,casual,3
9,Indiana Ave & 40th St,casual,3
5,Ashland Ave & Wrightwood Ave,casual,3
4,Orleans St & Hubbard St,casual,3
4,Sheffield Ave & Willow St,casual,3
4,Emerald Ave & 31st St,casual,3
14,Cottage Grove Ave & 43rd St,casual,3
14,Lamon Ave & Belmont Ave,casual,3
5,Racine Ave & Washington Blvd,casual,3
7,Winchester (Ravenswood) Ave & Balmoral Ave,casual,3
4,Blackstone Ave & Hyde Park Blvd,casual,3
12,State St & 54th St,casual,3
3,Lincoln Park Conservatory,casual,3
22,Western Ave & 24th St,casual,3
1,Cityfront Plaza Dr & Pioneer Ct,casual,3
