hour,end_station_name,member_casual,count_of_users
15,State St & 79th St,member,3
2,Shields Ave & 31st St,member,3
14,Pulaski Rd & 51st St,member,3
6,Drake Ave & Addison St,member,3
16,Public Rack - Kedzie Ave & 62nd Pl,member,3
23,Avondale Ave & Irving Park Rd,member,3
13,Lincoln Ave & Byron St,member,3
2,New St & Illinois St,member,3
10,St. Louis Ave & Balmoral Ave,member,3
13,Public Rack - Komensky Ave & 31st St,member,3
22,Central Park Blvd & 5th Ave,member,3
0,Ridge Blvd & Howard St,member,3
0,Damen Ave & Leland Ave,member,3
0,Damen Ave & Clybourn Ave,member,3
0,Sangamon St & Lake St,member,3
17,Public Rack - Champlain Ave & 65th St,member,3
23,Eggleston Ave & 69th St,member,3
22,Wentworth Ave & 24th St,member,3
17,Oak Park & Wellington,member,3
7,Kedzie Ave & Chicago Ave,member,3
6,Kedzie Ave & George St,member,3
11,Lincolnwood Dr & Central St,member,3
16,Lincoln Ave & Balmoral Ave,member,3
10,Kilbourn Ave & Milwaukee Ave,member,3
16,Public Rack - Kedzie Ave & 58th St,member,3
23,Wentworth Ave & Cermak Rd*,member,3
13,MLK Jr Dr & 47th St,member,3
2,Orleans St & Chestnut St (NEXT Apts),member,3
20,Public Rack - Washtenaw Ave & Superior St,member,3
5,Logan Blvd & Elston Ave,member,3
12,Artesian Ave & 55th St,member,3
2,Greenview Ave & Jarvis Ave,member,3
17,Public Rack - Rockwell & Division,member,3
2,Stetson Ave & South Water St,member,3
3,Mies van der Rohe Way & Chicago Ave,member,3
0,Clinton St & Roosevelt Rd,member,3
20,Public Rack - Marshfield Ave & 87th St,member,3
22,Kilpatrick Ave & Grand Ave,member,3
7,State St & 95th St,member,3
5,Clark St & Newport St,member,3
16,MLK Jr Dr & 56th St,member,3
16,Public Rack - Milwaukee Ave & Higgins Ave,member,3
19,Hamlin Ave & Grand Ave,member,3
23,California Ave & Francis Pl,member,3
15,Artesian Ave & 55th St,member,3
3,Sedgwick St & Webster Ave,member,3
9,Oak Park & Wellington,member,3
6,Rockwell St & Eastwood Ave,member,3
6,Jeffery Blvd & 67th St,member,3
3,Harlem & Irving Park,member,3
22,Kilbourn Ave & Irving Park Rd,member,3
23,MTV Hubbard St,member,3
21,Dodge Ave & Mulford St,member,3
11,Public Rack - Washtenaw Ave & Superior St,member,3
1,Central St Metra,member,3
17,63rd St Beach,member,3
4,Delano Ct & Roosevelt Rd,member,3
22,Harlem & Irving Park,member,3
23,Jeffery Blvd & 67th St,member,3
19,Public Rack - Spaulding Ave & North Ave,member,3
3,California Ave & Milwaukee Ave,member,3
3,Ridge Blvd & Touhy Ave,member,3
2,Ravenswood Ave & Irving Park Rd,member,3
18,Halsted St & 111th St,member,3
3,Delano Ct & Roosevelt Rd,member,3
23,Kostner Ave & Adams St,member,3
8,Kilpatrick Ave & Grand Ave,member,3
12,Public Rack - Rockwell & Division,member,3
20,Greenwood Ave & 97th St,member,3
7,Cottage Grove Ave & Oakwood Blvd,member,3
13,Ridge Blvd & Howard St,member,3
1,Loomis St & Archer Ave,member,3
4,Kostner Ave & Wrightwood Ave,member,3
0,Racine Ave & 13th St,member,3
4,Field Museum,member,3
4,Cornell Ave & Hyde Park Blvd,member,3
0,N Carpenter St & W Lake St,member,3
9,Ridge Blvd & Touhy Ave,member,3
13,Cottage Grove Ave & 67th St,member,3
9,Central Park Ave & North Ave,member,3
13,Public Rack - Western Ave & 47th Pl,member,3
14,State St & 54th St,member,3
3,LaSalle St & Adams St,member,3
18,Kedzie Ave & Harrison St,member,3
3,Southport Ave & Clybourn Ave,member,3
23,Public Rack - California Ave & Cortez St,member,3
10,MLK Jr Dr & 56th St,member,3
17,OH Charging Stx - Test,member,3
1,State St & 95th St,member,3
4,Ashland Ave & 13th St,member,3
8,Halsted St & 37th St,member,3
0,Ashland Ave & 50th St,member,3
10,Albany Ave & 26th St,member,3
19,Latrobe Ave & Chicago Ave,member,3
0,Dusable Harbor,member,3
14,Halsted St & 37th St,member,3
13,Pulaski Rd & Eddy St,member,3
9,Pulaski Rd & Eddy St,member,3
22,Princeton Ave & 47th St,member,3
8,Stony Island Ave & South Chicago Ave,member,3
8,N Southport Ave & W Newport Ave,member,3
5,Field Blvd & South Water St,member,3
4,Federal St & Polk St,member,3
16,Public Rack - Christiana Ave & Belmont Ave,member,3
10,Halsted St & 37th St,member,3
3,Michigan Ave & 8th St,member,3
14,Rainbow Beach,member,3
1,California Ave & Montrose Ave,member,3
2,Troy St & North Ave,member,3
8,Pulaski Rd & Eddy St,member,3
4,Clark St & Schiller St,member,3
1,Lincoln Ave & Winona St,member,3
22,DuSable Museum,member,3
5,Halsted St & 21st St,member,3
0,N Southport Ave & W Newport Ave,member,3
2,Halsted St & 21st St,member,3
12,Washtenaw Ave & Peterson Ave,member,3
9,Hoyne Ave & 47th St,member,3
21,Kenosha & Wellington,member,3
18,Doty Ave & 111th St,member,3
3,Campbell Ave & Fullerton Ave,member,3
5,Wentworth Ave & 35th St,member,3
22,McCormick Place,member,3
2,Burling St & Diversey Pkwy,member,3
4,Wabash Ave & Grand Ave,member,3
1,Stetson Ave & South Water St,member,3
3,Southport Ave & Waveland Ave,member,3
2,Damen Ave & Coulter St,member,3
6,Ashland Ave & Archer Ave,member,3
9,Avers Ave & Belmont Ave,member,3
4,Sangamon St & Washington Blvd,member,3
17,Washtenaw Ave & Polk St,member,3
11,Cottage Grove Ave & 111th Pl,member,3
17,Damen Ave & 51st St,member,3
19,Central Ave & Parker Ave,member,3
12,Austin Blvd & Chicago Ave,member,3
3,LaSalle Dr & Huron St,member,3
15,Rockwell St & Archer Ave,member,3
7,Lakefront Trail & Bryn Mawr Ave,member,3
15,Kostner Ave & Wrightwood Ave,member,3
17,Cottage Grove Ave & 78th St,member,3
11,Public Rack - Woodlawn Ave & 63rd St N,member,3
1,N Paulina St & Lincoln Ave,member,3
16,Central Park Ave & 24th St,member,3
4,Ogden Ave & Chicago Ave,member,3
5,Winchester (Ravenswood) Ave & Balmoral Ave,member,3
12,Elston Ave & Henderson St,member,3
15,Evanston Civic Center,member,3
11,Spaulding Ave & Division St,member,3
16,Western Ave & Lake St,member,3
16,Public Rack - Woodlawn Ave & 63rd St N,member,3
1,California Ave & Winona St,member,3
5,Larrabee St & Oak St,member,3
21,Lakefront Trail & Bryn Mawr Ave,member,3
15,Calumet Ave & 71st St,member,3
19,Public Rack - Hamlin Ave & Montrose Ave,member,3
13,N Clark St & W Elm St,member,3
17,Pulaski Rd & Eddy St (Temp),member,3
9,Dodge Ave & Church St,member,3
12,Greenwood Ave & 91st St,member,3
0,Bosworth Ave & Howard St,member,3
17,Lincoln Ave & Peterson Ave,member,3
13,Western Ave & Berteau Ave,member,3
8,Kostner Ave & Wrightwood Ave,member,3
12,Eberhart Ave & 61st St,member,3
16,Whipple/Irving Park,member,3
17,Prairie Ave & 43rd St,member,3
8,Eastlake Ter & Howard St,member,3
9,Claremont Ave & Hirsch St,member,3
2,Kosciuszko Park,member,3
1,Milwaukee Ave & Wabansia Ave,member,3
22,Sheffield Ave & Kingsbury St,member,3
12,Wabash Ave & 87th St,member,3
2,Shields Ave & 28th Pl,member,3
20,Halsted St & 96th St,member,3
14,W Oakdale Ave & N Broadway,member,3
3,Leavitt St & Chicago Ave,member,3
2,900 W Harrison St,member,3
15,Elston Ave & Henderson St,member,3
22,Clark St & Schreiber Ave,member,3
0,Knox Ave & Montrose Ave,member,3
18,Cottage Grove Ave & 67th St,member,3
15,Jeffery Blvd & 71st St,member,3
23,Cottage Grove Ave & 63rd St,member,3
11,Stony Island Ave & South Chicago Ave,member,3
10,Central Ave & Parker Ave,member,3
18,California Ave & Lake St,member,3
22,Kedzie Ave & Chicago Ave,member,3
22,Franklin St & Monroe St,member,3
2,Albany Ave & Bloomingdale Ave,member,3
1,Daley Center Plaza,member,3
13,California Ave & Winona St,member,3
19,Princeton Ave & Garfield Blvd,member,3
11,Virginia Ave & Catalpa Ave,member,3
16,Archer (Damen) Ave & 37th St,member,3
18,Major Taylor Trail & 115th St,member,3
6,Kostner Ave & Wrightwood Ave,member,3
0,2112 W Peterson Ave,member,3
5,Western Ave & Monroe St,member,3
15,Cottage Grove Ave & 111th Pl,member,3
5,Halsted St & Willow St,member,3
0,May St & Cullerton St,member,3
3,Kedzie Ave & Milwaukee Ave,member,3
12,Pulaski & Ann Lurie Pl,member,3
21,Cottage Grove Ave & Oakwood Blvd,member,3
17,MTV Hubbard St,member,3
6,Central St Metra,member,3
15,Kedzie Ave & 21st St,member,3
23,Halsted St & 111th St,member,3
16,Mulligan Ave & Wellington Ave,member,3
3,Halsted St & Dickens Ave,member,3
2,California Ave & Cortez St,member,3
12,Public Rack - Hamlin Ave & Fullerton Ave,member,3
5,Western Ave & Roscoe St,member,3
3,Winthrop Ave & Lawrence Ave,member,3
22,Keystone Ave & Fullerton Ave,member,3
10,Olive Harvey College,member,3
20,Lincoln Ave & Balmoral Ave,member,3
17,Artesian Ave & 55th St,member,3
4,Halsted St & Wrightwood Ave,member,3
1,Green St & Washington Blvd,member,3
2,Cottage Grove Ave & Oakwood Blvd,member,3
21,Kedzie Ave & 52nd St,member,3
20,South Shore Dr & 71st St,member,3
8,Wentworth Ave & 24th St,member,3
14,Wentworth Ave & 24th St,member,3
16,Public Rack - Pulaski Rd & Armitage Ave,member,3
13,Public Rack - Milwaukee Ave & Diversey Ave,member,3
1,May St & 69th St,member,3
19,Central Park Ave & 24th St,member,3
11,Wentworth Ave & 24th St,member,3
4,Marine Dr & Ainslie St,member,3
2,Sheffield Ave & Wellington Ave,member,3
13,Public Rack - California Ave & Cortez St,member,3
2,Michigan Ave & Ida B Wells Dr,member,3
0,Halsted St & Polk St,member,3
2,Elizabeth St & Fulton St,member,3
19,Rockwell St & Archer Ave,member,3
22,Union Ave & Root St,member,3
11,Pulaski Rd & Eddy St,member,3
0,Kedzie Ave & 48th Pl,member,3
9,Sawyer Ave & Irving Park Rd,member,3
4,Leavitt St & North Ave,member,3
10,Hegewisch Metra Station,member,3
11,Public Rack - Rockwell & Division,member,3
16,Halsted St & 69th St,member,3
1,Ashland Ave & Belle Plaine Ave,member,3
19,Dodge Ave & Mulford St,member,3
2,Damen Ave & Madison St,member,3
17,Public Rack - Milwaukee Ave & Higgins Ave,member,3
6,Wabash Ave & Cermak Rd,member,3
5,Leavitt St & North Ave,member,3
22,South Shore Dr & 74th St,member,3
7,Avers Ave & Belmont Ave,member,3
4,Lincoln Ave & Belmont Ave (Temp),member,3
18,MTV Hubbard St,member,3
2,Field Museum,member,3
18,Public Rack - Cumberland & Catherine,member,3
15,Public Rack - Cumberland & Catherine,member,3
19,Mulligan Ave & Wellington Ave,member,3
17,Public Rack - Midway Orange Line,member,3
3,McClurg Ct & Erie St,member,3
19,Central Ave & Harrison St,member,3
17,Public Rack - Woodlawn Ave & 63rd St N,member,3
10,Long & Irving Park,member,3
21,Jeffery Blvd & 67th St,member,3
14,Stony Island Ave & 64th St,member,3
14,Long & Irving Park,member,3
6,Cottage Grove Ave & Oakwood Blvd,member,3
2,Paulina St & 18th St,member,3
7,Campbell Ave & Augusta Blvd,member,3
19,Cottage Grove Ave & 67th St,member,3
6,Racine Ave & 13th St,member,3
1,Maplewood Ave & Peterson Ave,member,3
5,Wells St & Polk St,member,3
2,Paulina St & Montrose Ave,member,3
3,Larrabee St & Kingsbury St,member,3
5,Indiana Ave & 31st St,member,3
15,Hamlin Ave & Grand Ave,member,3
2,Larrabee St & Oak St,member,3
17,Commercial Ave & 130th St,member,3
18,Hoyne Ave & 47th St,member,3
12,California Ave & Winona St,member,3
18,Public Rack - Kimball Ave & Lawrence Ave,member,3
11,Kilbourn & Belden,member,3
6,Western Ave & Granville Ave,member,3
9,Eggleston Ave & 69th St,member,3
18,Kilbourn & Roscoe,member,3
4,Franklin St & Adams St (Temp),member,3
4,Hermitage Ave & Polk St,member,3
1,State St & 35th St,member,3
7,Laramie Ave & Madison St,member,3
22,Rainbow Beach,member,3
11,Public Rack - Milwaukee Ave & Higgins Ave,member,3
2,Benson Ave & Church St,member,3
0,University Library (NU),member,3
8,Rockwell St & Cermak Rd,member,3
12,Halsted St & 56th St,member,3
15,Public Rack - Laramie Ave & Grand Ave,member,3
0,Leavitt St & Archer Ave,member,3
10,Albany Ave & Belmont Ave,member,3
6,Rockwell St & Cermak Rd,member,3
1,Ellis Ave & 53rd St,member,3
20,Princeton Ave & 47th St,member,3
2,Eastlake Ter & Howard St,member,3
15,Washtenaw Ave & Polk St,member,3
2,Columbus Dr & Randolph St,member,3
13,Stony Island Ave & 71st St,member,3
8,2112 W Peterson Ave,member,3
0,Daley Center Plaza,member,3
19,Evanston Civic Center,member,3
15,California Ave & 23rd Pl,member,3
23,N Paulina St & Lincoln Ave,member,3
6,Warren Park East,member,3
1,Central Park Ave & Elbridge Ave,member,3
10,Stony Island Ave & South Chicago Ave,member,3
10,Marshfield Ave & 44th St,member,3
9,Albany Ave & 26th St,member,3
11,Ashland Ave & McDowell Ave,member,3
20,Elizabeth St & 92nd St,member,3
6,Virginia Ave & Catalpa Ave,member,3
9,Cottage Grove Ave & 71st St,member,3
22,Kimball Ave & Belmont Ave,member,3
8,State St & 79th St,member,3
1,Central Park Ave & Bloomingdale Ave,member,3
11,Public Rack - State ST & 42nd St,member,3
7,Kedzie Ave & Foster Ave,member,3
3,Clark St & Wellington Ave,member,3
6,Halsted St & Maxwell St,member,3
3,Leavitt St & North Ave,member,3
13,Cottage Grove Ave & 83rd St,member,3
18,Halsted St & 47th Pl,member,3
2,Cityfront Plaza Dr & Pioneer Ct,member,3
3,Damen Ave & Chicago Ave,member,3
11,Pulaski Rd & 51st St,member,3
14,Stony Island Ave & 82nd St,member,3
6,Clinton St & Roosevelt Rd,member,3
2,N Shore Channel Trail & Argyle St,member,3
20,Pulaski Rd & Eddy St (Temp),member,3
7,Normal Ave & Archer Ave,member,3
20,Olive Harvey College,member,3
19,2112 W Peterson Ave,member,3
13,Public Rack - Racine Ave & 109th Pl,member,3
16,Prairie Ave & 43rd St,member,3
18,Elizabeth St & 92nd St,member,3
2,California Ave & Francis Pl (Temp),member,3
1,Elston Ave & George St,member,3
2,Blackstone Ave & Hyde Park Blvd,member,3
21,Francisco Ave & 47th St,member,3
7,Cottage Grove Ave & 47th St,member,3
14,Walden Pkwy & 100th St,member,3
23,Claremont Ave & Hirsch St,member,3
4,State St & Harrison St,member,3
8,Western Ave & Grace St,member,3
9,Western Ave & Berteau Ave,member,3
11,Campbell Ave & Irving Park Rd,member,3
19,Jeffery Blvd & 71st St,member,3
3,Seeley Ave & Roscoe St,member,3
19,Wabash Ave & 87th St,member,3
3,Sheridan Rd & Lawrence Ave,member,3
0,Hoyne Ave & Balmoral Ave,member,3
14,Loomis St & 89th St,member,3
8,Smith Park,member,3
4,Franklin St & Jackson Blvd,member,3
22,Kedzie Ave & 45th St,member,3
10,Dorchester Ave & 63rd St,member,3
1,Ravenswood Ave & Berteau Ave,member,3
2,Western Ave & Roscoe St,member,3
14,Ashland Ave & 50th St,member,3
17,Public Rack - Kedzie Ave & 62nd Pl,member,3
6,Halsted St & Archer Ave,member,3
8,W Oakdale Ave & N Broadway,member,3
19,Sayre & Diversey,member,3
13,State St & 76th St,member,3
21,Valli Produce - Evanston Plaza,member,3
16,Kilbourn Ave & Milwaukee Ave,member,3
18,Public Rack - California Ave & Touhy Ave - NW,member,3
23,Kedzie Ave & Leland Ave,member,3
11,Kedzie Ave & Leland Ave,member,3
3,Field Blvd & South Water St,member,3
0,Loomis St & Archer Ave,member,3
21,Halsted St & 96th St,member,3
1,Racine Ave & 13th St,member,3
13,Lincoln Ave & Balmoral Ave,member,3
11,Lockwood Ave & Wrightwood Ave,member,3
23,Wabash Ave & Adams St,member,3
18,Damen Ave & 51st St,member,3
7,St. Louis Ave & Balmoral Ave,member,3
23,Maplewood Ave & Peterson Ave,member,3
9,Clark St & Jarvis Ave,member,3
3,Sheridan Rd & Montrose Ave,member,3
15,Stony Island Ave & 71st St,member,3
17,Wentworth Ave & 24th St,member,3
5,Sheridan Rd & Loyola Ave,member,3
8,Washtenaw Ave & Polk St,member,3
11,Fairfield Ave & 44th St,member,3
14,Dodge Ave & Mulford St,member,3
10,Public Rack - Washtenaw Ave & Devon Ave,member,3
20,Wentworth Ave & 24th St,member,3
5,Clark St & Elmdale Ave,member,3
19,Racine Ave & Garfield Blvd,member,3
14,Public Rack - Washtenaw Ave & Devon Ave,member,3
2,Ada St & Washington Blvd,member,3
16,Public Rack - Western Ave & 47th Pl,member,3
3,DuSable Lake Shore Dr & Wellington Ave,member,3
23,Damen Ave & Madison St,member,3
11,Narragansett & Irving Park,member,3
4,Desplaines St & Kinzie St,member,3
5,State St & Van Buren St,member,3
14,MLK Jr Dr & 47th St,member,3
11,Yates Blvd & 93rd St,member,3
8,Public Rack - Kostner Ave & Armitage Ave,member,3
1,Kedzie Ave & Lake St,member,3
14,Campbell Ave & Irving Park Rd,member,3
21,Exchange Ave & 79th St,member,3
19,Narragansett & Irving Park,member,3
18,Narragansett & Irving Park,member,3
12,Francisco Ave & Chicago Ave,member,3
12,Lincoln Ave & Peterson Ave,member,3
6,Lake Park Ave & 35th St,member,3
4,Clark St & Newport St,member,3
12,Hamlin Ave & Grand Ave,member,3
14,Kildare Ave & 47th St,member,3
1,Racine Ave & 18th St,member,3
22,Western Ave & 24th St,member,3
18,Francisco Ave & Chicago Ave,member,3
5,Adler Planetarium,member,3
13,Central Ave & Lake St,member,3
3,Elizabeth St & Fulton St,member,3
1,California Ave & 23rd Pl,member,3
16,Cicero Ave & Grace St,member,3
8,Kostner Ave & Adams St,member,3
9,Public Rack - Cicero Ave & Wrightwood Ave,member,3
15,Public Rack - Milwaukee Ave & Diversey Ave,member,3
1,Chicago State University,member,3
9,Milwaukee Ave & Cuyler Ave,member,3
10,Campbell Ave & Augusta Blvd,member,3
12,N Clark St & W Elm St,member,3
0,Warren Park East,member,3
23,Wentworth Ave & 35th St,member,3
13,Kedzie Ave & 48th Pl,member,3
20,Albany Ave & Belmont Ave,member,3
1,Western Ave & Congress Pkwy,member,3
1,Western Ave & Monroe St,member,3
17,Narragansett Ave & School St,member,3
23,Warren Park East,member,3
2,Harlem & Irving Park,member,3
22,Racine Ave & 35th St,member,3
11,Keystone Ave & Fullerton Ave,member,3
3,Wabash Ave & 16th St,member,3
12,Public Rack - Cicero Ave & Wrightwood Ave,member,3
10,Kedzie Ave & George St,member,3
1,Greenview Ave & Jarvis Ave,member,3
1,Halsted St & Archer Ave,member,3
3,Larrabee St & Menomonee St,member,3
8,Long Ave & Belden Ave,member,3
2,Leavitt St & Armitage Ave,member,3
9,Public Rack - Wood St & 47th St,member,3
15,Dodge Ave & Mulford St,member,3
13,Ashland Ave & McDowell Ave,member,3
19,Eberhart Ave & 61st St,member,3
12,Narragansett & Wrightwood,member,3
1,Cottage Grove Ave & 51st St,member,3
16,Jeffery Blvd & 71st St,member,3
23,Cityfront Plaza Dr & Pioneer Ct,member,3
2,Central Park Ave & Elbridge Ave,member,3
2,Ashland Ave & Lake St,member,3
21,Kimball Ave & Belmont Ave,member,3
8,N Shore Channel Trail & Argyle St,member,3
6,Prospect Sq & 91st St,member,3
19,Stony Island Ave & 67th St,member,3
1,Throop St & Taylor St,member,3
23,Glenwood Ave & Morse Ave,member,3
0,Kildare Ave & Montrose Ave,member,3
11,Mozart St & Jackson Blvd,member,3
23,California Ave & Francis Pl (Temp),member,3
19,California Ave & Lake St,member,3
8,Kenton Ave & Madison St,member,3
15,Stony Island Ave & 75th St,member,3
15,Elizabeth St & 92nd St,member,3
8,Warren Park West,member,3
21,Woodlawn Ave & Lake Park Ave,member,3
11,Halsted St & 69th St,member,3
1,St. Louis Ave & Balmoral Ave,member,3
2,Hampden Ct & Diversey Ave,member,3
10,Cottage Grove Ave & 83rd St,member,3
14,Whipple/Irving Park,member,3
19,Archer (Damen) Ave & 37th St,member,3
2,Milwaukee Ave & Wabansia Ave,member,3
9,Central Park Ave & Ogden Ave,member,3
3,St. Louis Ave & Fullerton Ave,member,3
0,Public Rack - Avers Ave & Irving Park Rd,member,3
22,Sawyer Ave & Irving Park Rd,member,3
22,LaSalle St & Jackson Blvd,member,3
22,Lincolnwood Dr & Central St,member,3
15,Archer (Damen) Ave & 37th St,member,3
13,Washtenaw Ave & Ogden Ave,member,3
22,Public Rack - Lockwood Ave & Diversey Ave,member,3
1,Damen Ave & Melrose Ave,member,3
22,Prairie Ave & 43rd St,member,3
18,Public Rack - Loomis St & 87th St,member,3
20,Austin Blvd & Lake St,member,3
5,Clark St & Grace St,member,3
8,Bosworth Ave & Howard St,member,3
1,Normal Ave & Archer Ave,member,3
7,Kimball Ave & Belmont Ave,member,3
13,Rockwell St & Archer Ave,member,3
22,Western Ave & Grace St,member,3
15,Springfield Ave & 47th St,member,3
2,Rush St & Hubbard St,member,3
20,Christiana Ave & Lawrence Ave,member,3
20,California Ave & Francis Pl (Temp),member,3
0,Loomis St & Jackson Blvd,member,3
10,Clark St & Jarvis Ave,member,3
10,Elmwood Ave & Austin St,member,3
21,Ashland Ave & 50th St,member,3
16,Francisco Ave & Bloomingdale Ave,member,3
13,Mozart St & Jackson Blvd,member,3
1,Stave St & Armitage Ave,member,3
15,Hoyne Ave & 34th St,member,3
17,Prospect Sq & 91st St,member,3
15,Keystone Ave & Fullerton Ave,member,3
1,Sheridan Rd & Loyola Ave,member,3
14,Greenwood Ave & 97th St,member,3
0,Keystone Ave & Montrose Ave,member,3
3,N Shore Channel Trail & Argyle St,member,3
17,Francisco Ave & Bloomingdale Ave,member,3
22,Princeton Ave & Garfield Blvd,member,3
12,Wentworth Ave & 24th St,member,3
13,Stewart Ave & 63rd St,member,3
17,Calumet Ave & 71st St,member,3
20,Elmwood Ave & Austin St,member,3
6,Avondale Ave & Irving Park Rd,member,3
12,Lincoln Ave & Byron St,member,3
3,Hampden Ct & Diversey Ave,member,3
5,Wentworth Ave & Cermak Rd,member,3
2,Damen Ave & Foster Ave,member,3
8,Sawyer Ave & Irving Park Rd,member,3
21,MLK Jr Dr & 56th St,member,3
1,Southport Ave & Irving Park Rd,member,3
22,Public Rack - Monticello Ave & Belmont Ave,member,3
6,Avers Ave & Belmont Ave,member,3
3,Dayton St & North Ave,member,3
10,Conservatory Dr & Lake St,member,3
0,Avondale Ave & Irving Park Rd,member,3
8,Public Rack - Washtenaw Ave & Superior St,member,3
0,Kilpatrick Ave & Grand Ave,member,3
22,May St & Cullerton St,member,3
3,Broadway & Berwyn Ave,member,3
3,Calumet Ave & 21st St,member,3
16,Public Rack - Keystone Ave & North Ave,member,3
0,Kostner Ave & Adams St,member,3
3,Canal St & Madison St,member,3
5,Eckhart Park,member,3
4,Damen Ave & Division St,member,3
3,Shedd Aquarium,member,3
17,Hoyne Ave & 34th St,member,3
14,MLK Jr Dr & 56th St,member,3
2,N Carpenter St & W Lake St,member,3
3,Wood St & Augusta Blvd,member,3
14,Fairfield Ave & 44th St,member,3
10,California Ave & 23rd Pl,member,3
6,Western Ave & Monroe St,member,3
14,N Clark St & W Elm St,member,3
4,Milwaukee Ave & Grand Ave,member,3
9,Virginia Ave & Catalpa Ave,member,3
5,Wood St & Augusta Blvd,member,3
12,Public Rack - Springfield Ave & Lawrence Ave,member,3
7,N Southport Ave & W Newport Ave,member,3
13,South Shore Dr & 71st St,member,3
0,Halsted St & 96th St,member,3
8,Museum of Science and Industry,member,3
1,Larrabee St & Armitage Ave,member,3
12,Normal Ave & Archer Ave,member,3
10,Sacramento Blvd & Fulton Ave,member,3
5,Aberdeen St & Jackson Blvd,member,3
0,Normal Ave & Archer Ave,member,3
4,Central Park Ave & Bloomingdale Ave,member,3
4,Dearborn St & Van Buren St,member,3
7,Central Ave & Lake St,member,3
19,State St & 54th St,member,3
11,Greenwood Ave & 91st St,member,3
9,Kimball Ave & Belmont Ave,member,3
1,Pulaski Rd & Lake St,member,3
5,Pine Grove Ave & Irving Park Rd,member,3
5,Drake Ave & Addison St,member,3
12,Ashland Ave & Garfield Blvd,member,3
14,Central Park Blvd & 5th Ave,member,3
3,Greenwood Ave & 97th St,member,3
16,Torrence Ave & 106th St,member,3
3,Damen Ave & Cullerton St,member,3
15,Public Rack - Prairie Ave & 47th St ,member,3
19,Public Rack - Racine Ave & 109th Pl,member,3
21,Christiana Ave & Lawrence Ave,member,3
23,Sheffield Ave & Kingsbury St,member,3
20,Dorchester Ave & 49th St,member,3
18,Halsted St & 96th St,member,3
5,Clark St & Drummond Pl,member,3
11,Central Park Ave & Ohio St,member,3
7,Dodge Ave & Church St,member,3
17,Oglesby Ave & 100th St,member,3
3,Troy St & North Ave,member,3
15,South Shore Dr & 71st St,member,3
16,Milwaukee Ave & Cuyler Ave,member,3
1,Sacramento Blvd & Franklin Blvd,member,3
23,Michigan Ave & Madison St,member,3
19,Central St & Girard Ave,member,3
9,Millard Ave & 26th St,member,3
15,Hegewisch Metra Station,member,3
18,Kildare Ave & 47th St,member,3
18,Central Park Ave & Ohio St,member,3
16,Kedzie Ave & 57th St,member,3
3,Albany Ave & Montrose Ave,member,3
11,Milwaukee Ave & Cuyler Ave,member,3
22,Clark St & Touhy Ave,member,3
15,Monticello Ave & Chicago Ave,member,3
17,Public Rack - Columbus & 79th,member,3
15,Public Rack - Midway Orange Line,member,3
9,Kedzie Ave & 48th Pl,member,3
7,Public Rack - Washtenaw Ave & Devon Ave,member,3
4,Racine Ave & Wrightwood Ave,member,3
16,N Clark St & W Elm St,member,3
7,Warren Park East,member,3
21,Burnham Greenway & 112th St,member,3
7,Kedzie Ave & George St,member,3
20,Kilbourn & Belden,member,3
7,Kenosha & Wellington,member,3
17,Burnham Greenway & 112th St,member,3
5,Western Ave & Walton St,member,3
4,Cicero Ave & Flournoy St,member,3
0,Eberhart Ave & 61st St,member,3
9,Western Ave & Howard St,member,3
14,Ashland Ave & Garfield Blvd,member,3
21,LaSalle St & Jackson Blvd,member,3
17,Public Rack - California Ave & Cortez St,member,3
0,Jeffery Blvd & 67th St,member,3
7,Cottage Grove Ave & 71st St,member,3
12,Kedzie Ave & Leland Ave,member,3
8,Kedzie Ave & Foster Ave,member,3
4,Lincoln Ave & Addison St,member,3
17,Mulligan Ave & Wellington Ave,member,3
22,Austin Blvd & Madison St,member,3
20,Bernard St & Elston Ave,member,3
17,Jeffery Blvd & 71st St,member,3
3,Wood St & 35th St,member,3
15,Princeton Ave & Garfield Blvd,member,3
21,Union Ave & Root St,member,3
10,Halsted St & 47th Pl,member,3
7,Walden Pkwy & 100th St,member,3
9,63rd St Beach,member,3
1,Monticello Ave & Irving Park Rd,member,3
4,Ashland Ave & Blackhawk St,member,3
2,Halsted St & Dickens Ave,member,3
8,Francisco Ave & Bloomingdale Ave,member,3
4,McClurg Ct & Ohio St,member,3
20,Jeffery Blvd & 67th St,member,3
4,Paulina St & 18th St,member,3
3,Ogden Ave & Roosevelt Rd,member,3
5,Halsted St & Fulton St,member,3
9,Cottage Grove Ave & 67th St,member,3
10,Virginia Ave & Catalpa Ave,member,3
11,Narragansett Ave & School St,member,3
18,Burnham Greenway & 112th St,member,3
18,Public Rack - St Louis Ave & Berteau Ave,member,3
23,Western Ave & Howard St,member,3
18,Pulaski Rd & Lake St,member,3
11,Public Rack - Hamlin Ave & Montrose Ave,member,3
4,State St & Pearson St,member,3
12,Public Rack - Washtenaw Ave & Superior St,member,3
8,California Ave & Byron St,member,3
5,State St & 95th St,member,3
2,Southport Ave & Clybourn Ave,member,3
11,Public Rack - Kedzie Ave & Archer Ave,member,3
9,Kilbourn Ave & Milwaukee Ave,member,3
14,Ashland Ave & McDowell Ave,member,2
15,Calumet Ave & 51st St,member,2
21,Bernard St & Elston Ave,member,2
