hour,start_station_name,member_casual,count_of_users
16,Mies van der Rohe Way & Chestnut St,casual,97
15,State St & Kinzie St,casual,97
19,Clark St & Winnemac Ave,casual,97
19,Adler Planetarium,casual,97
19,Larrabee St & Webster Ave,casual,96
13,Dearborn St & Monroe St,casual,96
19,Racine Ave & Fullerton Ave,casual,96
11,Clark St & Wrightwood Ave,casual,96
19,Wells St & Huron St,casual,96
8,DuSable Lake Shore Dr & Monroe St,casual,96
12,Wilton Ave & Belmont Ave,casual,96
21,Wells St & Concord Ln,casual,96
20,Sheffield Ave & Waveland Ave,casual,96
9,Millennium Park,casual,96
16,Canal St & Monroe St,casual,96
12,Halsted St & Roscoe St,casual,96
17,Broadway & Sheridan Rd,casual,96
17,Lakefront Trail & Bryn Mawr Ave,casual,96
22,Clark St & Armitage Ave,casual,96
14,Wabash Ave & 9th St,casual,95
17,Desplaines St & Jackson Blvd,casual,95
11,Canal St & Adams St,casual,95
14,Wabash Ave & Roosevelt Rd,casual,95
10,Ellis Ave & 55th St,casual,95
17,Greenview Ave & Fullerton Ave,casual,95
19,Southport Ave & Waveland Ave,casual,95
12,Larrabee St & Webster Ave,casual,95
20,Dearborn St & Erie St,casual,95
12,LaSalle St & Illinois St,casual,95
21,Clark St & Elm St,casual,95
15,Green St & Madison St,casual,95
19,Clark St & Wellington Ave,casual,95
14,Cityfront Plaza Dr & Pioneer Ct,casual,95
18,Greenview Ave & Fullerton Ave,casual,95
19,Clark St & Drummond Pl,casual,95
20,DuSable Lake Shore Dr & Diversey Pkwy,casual,95
16,Sheffield Ave & Kingsbury St,casual,94
13,Franklin St & Lake St,casual,94
17,Sedgwick St & North Ave,casual,94
14,Halsted St & Roscoe St,casual,94
18,Ravenswood Ave & Lawrence Ave,casual,94
13,Southport Ave & Roscoe St,casual,94
12,DuSable Lake Shore Dr & Belmont Ave,casual,94
16,LaSalle Dr & Huron St,casual,94
12,Pine Grove Ave & Waveland Ave,casual,94
12,State St & Randolph St,casual,94
16,Halsted St & Wrightwood Ave,casual,94
13,Clark St & North Ave,casual,94
13,Field Museum,casual,94
19,Wilton Ave & Diversey Pkwy,casual,94
18,Clarendon Ave & Gordon Ter,casual,94
13,Clark St & Newport St,casual,94
14,Clark St & Winnemac Ave,casual,93
15,Franklin St & Lake St,casual,93
12,Clark St & Winnemac Ave,casual,93
15,Mies van der Rohe Way & Chicago Ave,casual,93
17,Elston Ave & Cortland St,casual,93
15,Clinton St & Jackson Blvd,casual,93
20,Sheffield Ave & Fullerton Ave,casual,93
16,Clark St & Lake St,casual,93
17,Sangamon St & Lake St,casual,93
13,Ashland Ave & Division St,casual,93
15,Franklin St & Monroe St,casual,93
17,Pine Grove Ave & Irving Park Rd,casual,93
11,Clark St & Elm St,casual,93
20,Michigan Ave & Lake St,casual,93
13,Larrabee St & Webster Ave,casual,92
13,Broadway & Belmont Ave,casual,92
11,Sheffield Ave & Fullerton Ave,casual,92
16,California Ave & Milwaukee Ave,casual,92
15,Lakeview Ave & Fullerton Pkwy,casual,92
11,Broadway & Waveland Ave,casual,92
10,Clark St & Lincoln Ave,casual,92
11,Pine Grove Ave & Waveland Ave,casual,92
8,State St & Chicago Ave,casual,92
18,Desplaines St & Randolph St,casual,92
12,State St & Chicago Ave,casual,92
19,Kimbark Ave & 53rd St,casual,92
18,Racine Ave & Fullerton Ave,casual,92
17,Lakefront Trail & Wilson Ave,casual,92
8,Sedgwick St & Huron St,casual,92
19,California Ave & Milwaukee Ave,casual,92
15,Sheffield Ave & Webster Ave,casual,92
12,Larrabee St & Kingsbury St,casual,91
14,Wood St & Milwaukee Ave,casual,91
8,Canal St & Monroe St,casual,91
10,Broadway & Cornelia Ave,casual,91
14,Wells St & Evergreen Ave,casual,91
19,McClurg Ct & Ohio St,casual,91
17,Larrabee St & Division St,casual,91
8,Clinton St & Washington Blvd,casual,91
17,California Ave & Cortez St,casual,91
12,Wells St & Huron St,casual,91
17,Kedzie Ave & Milwaukee Ave,casual,91
16,Kedzie Ave & Milwaukee Ave,casual,91
20,Fairbanks Ct & Grand Ave,casual,91
14,Halsted St & Wrightwood Ave,casual,91
17,Broadway & Belmont Ave,casual,91
17,Southport Ave & Belmont Ave,casual,91
17,Ogden Ave & Chicago Ave,casual,90
14,Clark St & Randolph St,casual,90
18,Southport Ave & Belmont Ave,casual,90
12,Orleans St & Merchandise Mart Plaza,casual,90
14,Southport Ave & Roscoe St,casual,90
18,Clinton St & Jackson Blvd,casual,90
20,Clark St & Winnemac Ave,casual,90
11,Larrabee St & Webster Ave,casual,90
18,Kingsbury St & Erie St,casual,90
16,N Green St & W Lake St,casual,90
12,Sheffield Ave & Waveland Ave,casual,90
12,Ellis Ave & 55th St,casual,90
13,Kedzie Ave & Milwaukee Ave,casual,90
14,Clinton St & Jackson Blvd,casual,90
20,Sheffield Ave & Wrightwood Ave,casual,90
14,California Ave & Milwaukee Ave,casual,90
11,Broadway & Cornelia Ave,casual,90
13,Wilton Ave & Diversey Pkwy,casual,90
21,State St & Chicago Ave,casual,90
17,Calumet Ave & 18th St,casual,90
16,Ritchie Ct & Banks St,casual,89
17,Ashland Ave & Lake St,casual,89
21,Sheffield Ave & Fullerton Ave,casual,89
14,Sheffield Ave & Webster Ave,casual,89
13,Clark St & Randolph St,casual,89
11,Franklin St & Jackson Blvd,casual,89
19,Desplaines St & Kinzie St,casual,89
9,Broadway & Barry Ave,casual,89
15,Sheffield Ave & Wrightwood Ave,casual,89
16,Aberdeen St & Randolph St,casual,89
14,Daley Center Plaza,casual,89
15,Wells St & Evergreen Ave,casual,89
19,Lakefront Trail & Wilson Ave,casual,89
12,Rush St & Superior St,casual,89
18,Sheridan Rd & Montrose Ave,casual,88
11,Wells St & Huron St,casual,88
11,Ellis Ave & 60th St,casual,88
12,Sheridan Rd & Noyes St (NU),casual,88
15,Sheridan Rd & Irving Park Rd,casual,88
12,Halsted St & Clybourn Ave,casual,88
15,Wabash Ave & Wacker Pl,casual,88
14,Kedzie Ave & Milwaukee Ave,casual,88
14,Larrabee St & Kingsbury St,casual,88
15,Halsted St & Dickens Ave,casual,88
17,Honore St & Division St,casual,88
20,Damen Ave & Pierce Ave,casual,87
13,Dearborn Pkwy & Delaware Pl,casual,87
11,State St & Chicago Ave,casual,87
14,Federal St & Polk St,casual,87
16,Desplaines St & Jackson Blvd,casual,87
14,Orleans St & Merchandise Mart Plaza,casual,87
18,Canal St & Madison St,casual,87
17,Burling St & Diversey Pkwy,casual,87
21,Broadway & Barry Ave,casual,87
11,Sheffield Ave & Waveland Ave,casual,87
18,Sheffield Ave & Kingsbury St,casual,87
15,Racine Ave & Belmont Ave,casual,87
17,Halsted St & Willow St,casual,87
15,Clark St & Schiller St,casual,87
15,Canal St & Jackson Blvd,casual,87
11,Clark St & Armitage Ave,casual,87
16,Halsted St & Dickens Ave,casual,87
10,Michigan Ave & 8th St,casual,87
15,Lakefront Trail & Bryn Mawr Ave,casual,87
20,Halsted St & Clybourn Ave,casual,87
20,Dusable Harbor,casual,87
11,Kingsbury St & Kinzie St,casual,86
11,Wilton Ave & Belmont Ave,casual,86
17,Canal St & Monroe St,casual,86
14,Larrabee St & Webster Ave,casual,86
22,Wells St & Concord Ln,casual,86
18,Rush St & Cedar St,casual,86
7,State St & Chicago Ave,casual,86
22,Clark St & Newport St,casual,86
18,Southport Ave & Irving Park Rd,casual,86
12,Lincoln Park Conservatory,casual,86
12,Canal St & Adams St,casual,86
9,Clinton St & Lake St,casual,86
19,Halsted St & Dickens Ave,casual,86
18,Sedgwick St & North Ave,casual,86
12,McClurg Ct & Ohio St,casual,86
18,Wabash Ave & Wacker Pl,casual,86
18,Lincoln Ave & Diversey Pkwy,casual,86
22,Sheffield Ave & Waveland Ave,casual,85
13,Green St & Madison St,casual,85
14,Ellis Ave & 55th St,casual,85
17,Dayton St & North Ave,casual,85
15,Clark St & Randolph St,casual,85
19,Kingsbury St & Kinzie St,casual,85
11,Mies van der Rohe Way & Chicago Ave,casual,85
17,Clark St & Lake St,casual,85
14,Sheridan Rd & Irving Park Rd,casual,85
17,Carpenter St & Huron St,casual,85
18,Ritchie Ct & Banks St,casual,85
14,State St & Randolph St,casual,85
14,Aberdeen St & Jackson Blvd,casual,85
15,Clark St & North Ave,casual,85
14,Dearborn Pkwy & Delaware Pl,casual,85
10,DuSable Lake Shore Dr & Diversey Pkwy,casual,85
19,Clark St & Grace St,casual,85
18,Clark St & Berwyn Ave,casual,84
8,Elston Ave & Cortland St,casual,84
13,Fairbanks Ct & Grand Ave,casual,84
10,Wilton Ave & Belmont Ave,casual,84
18,Mies van der Rohe Way & Chestnut St,casual,84
13,Sheffield Ave & Webster Ave,casual,84
20,Broadway & Cornelia Ave,casual,84
17,Kimbark Ave & 53rd St,casual,84
8,Michigan Ave & Lake St,casual,84
13,Dearborn St & Erie St,casual,84
13,Clark St & Schiller St,casual,84
13,Cityfront Plaza Dr & Pioneer Ct,casual,84
17,Western Ave & Winnebago Ave,casual,84
15,Clark St & Berwyn Ave,casual,84
13,Wells St & Huron St,casual,84
17,Mies van der Rohe Way & Chestnut St,casual,84
17,Clark St & North Ave,casual,84
13,Halsted St & Dickens Ave,casual,84
15,Clinton St & Lake St,casual,84
16,Clark St & North Ave,casual,84
17,Michigan Ave & Pearson St,casual,84
14,Rush St & Superior St,casual,84
18,St. Clair St & Erie St,casual,83
20,Lincoln Ave & Fullerton Ave,casual,83
8,Ashland Ave & Division St,casual,83
14,Clark St & Drummond Pl,casual,83
20,LaSalle St & Illinois St,casual,83
14,Halsted St & Dickens Ave,casual,83
14,Wilton Ave & Diversey Pkwy,casual,83
8,Canal St & Adams St,casual,83
12,Wilton Ave & Diversey Pkwy,casual,83
19,Broadway & Sheridan Rd,casual,83
14,Kimbark Ave & 53rd St,casual,83
15,Canal St & Adams St,casual,83
19,Dearborn Pkwy & Delaware Pl,casual,83
19,Sheridan Rd & Irving Park Rd,casual,83
11,Ellis Ave & 55th St,casual,83
15,Federal St & Polk St,casual,83
7,Michigan Ave & Lake St,casual,83
13,Wabash Ave & Roosevelt Rd,casual,83
16,Sedgwick St & North Ave,casual,83
16,Peoria St & Jackson Blvd,casual,83
13,Pine Grove Ave & Waveland Ave,casual,83
12,Ashland Ave & Division St,casual,83
20,Wabash Ave & Roosevelt Rd,casual,83
17,Halsted St & Fulton St,casual,83
12,Broadway & Cornelia Ave,casual,83
11,Dearborn St & Monroe St,casual,83
16,Southport Ave & Wellington Ave,casual,82
12,Sheffield Ave & Webster Ave,casual,82
19,Ellis Ave & 55th St,casual,82
13,Sedgwick St & Webster Ave,casual,82
8,Clinton St & Madison St,casual,82
13,Wells St & Evergreen Ave,casual,82
21,Lincoln Ave & Fullerton Ave,casual,82
18,Clark St & Chicago Ave,casual,82
17,Michigan Ave & Madison St,casual,82
16,Greenview Ave & Fullerton Ave,casual,82
13,Halsted St & Clybourn Ave,casual,82
12,Wabash Ave & Roosevelt Rd,casual,82
13,Lincoln Ave & Fullerton Ave,casual,82
14,Dearborn St & Erie St,casual,82
13,Stockton Dr & Wrightwood Ave,casual,82
11,Damen Ave & Pierce Ave,casual,82
16,Sedgwick St & Webster Ave,casual,82
14,Rush St & Cedar St,casual,82
14,Michigan Ave & Jackson Blvd,casual,82
21,Millennium Park,casual,82
13,Lakefront Trail & Bryn Mawr Ave,casual,81
15,Ravenswood Ave & Lawrence Ave,casual,81
18,Michigan Ave & Jackson Blvd,casual,81
13,California Ave & Milwaukee Ave,casual,81
12,Lakeview Ave & Fullerton Pkwy,casual,81
8,Wells St & Huron St,casual,81
7,Canal St & Adams St,casual,81
16,Sheridan Rd & Irving Park Rd,casual,81
14,Milwaukee Ave & Grand Ave,casual,81
17,Clarendon Ave & Gordon Ter,casual,81
15,State St & Randolph St,casual,81
20,Broadway & Barry Ave,casual,81
18,Daley Center Plaza,casual,81
15,Clark St & Wellington Ave,casual,81
14,Clark St & Wellington Ave,casual,81
15,Clark St & Grace St,casual,81
18,Sedgwick St & Webster Ave,casual,81
17,Cityfront Plaza Dr & Pioneer Ct,casual,80
17,Damen Ave & Cortland St,casual,80
13,Michigan Ave & Madison St,casual,80
11,Wabash Ave & Wacker Pl,casual,80
15,Sheridan Rd & Montrose Ave,casual,80
20,Clark St & Grace St,casual,80
16,Broadway & Belmont Ave,casual,80
13,Racine Ave & Belmont Ave,casual,80
20,Wells St & Evergreen Ave,casual,80
14,Racine Ave & Belmont Ave,casual,80
14,Canal St & Adams St,casual,80
21,Wells St & Elm St,casual,80
18,Franklin St & Illinois St,casual,80
12,Mies van der Rohe Way & Chicago Ave,casual,80
18,Lakefront Trail & Wilson Ave,casual,80
18,Milwaukee Ave & Grand Ave,casual,80
22,Sheffield Ave & Wrightwood Ave,casual,80
15,Stockton Dr & Wrightwood Ave,casual,80
17,Broadway & Wilson Ave,casual,80
20,Pine Grove Ave & Waveland Ave,casual,80
22,Lincoln Ave & Fullerton Ave,casual,79
13,McClurg Ct & Ohio St,casual,79
16,Sangamon St & Lake St,casual,79
15,Wells St & Hubbard St,casual,79
13,Wood St & Milwaukee Ave,casual,79
19,Halsted St & Wrightwood Ave,casual,79
18,Racine Ave & Wrightwood Ave,casual,79
21,Broadway & Waveland Ave,casual,79
11,Lincoln Ave & Fullerton Ave,casual,79
12,Franklin St & Jackson Blvd,casual,79
15,Clinton St & Madison St,casual,79
19,Western Ave & Winnebago Ave,casual,79
11,Dearborn St & Erie St,casual,79
13,Daley Center Plaza,casual,79
14,Sheffield Ave & Wrightwood Ave,casual,79
13,Clinton St & Jackson Blvd,casual,79
22,California Ave & Milwaukee Ave,casual,79
13,Racine Ave & Fullerton Ave,casual,79
21,Michigan Ave & Washington St,casual,79
16,Michigan Ave & Jackson Blvd,casual,79
6,Clark St & Elm St,casual,78
15,Damen Ave & Cortland St,casual,78
12,Milwaukee Ave & Grand Ave,casual,78
13,Michigan Ave & Jackson Blvd,casual,78
18,Dearborn St & Monroe St,casual,78
15,Damen Ave & Grand Ave,casual,78
12,Racine Ave & Fullerton Ave,casual,78
13,Kimbark Ave & 53rd St,casual,78
12,Green St & Madison St,casual,78
22,Racine Ave & Belmont Ave,casual,78
19,Clinton St & Jackson Blvd,casual,78
13,Ravenswood Ave & Lawrence Ave,casual,78
18,Orleans St & Merchandise Mart Plaza,casual,78
21,Fairbanks Ct & Grand Ave,casual,78
12,Canal St & Jackson Blvd,casual,78
17,Wells St & Polk St,casual,78
15,Broadway & Sheridan Rd,casual,78
20,Ashland Ave & Division St,casual,78
10,Shedd Aquarium,casual,78
19,St. Clair St & Erie St,casual,78
18,Field Blvd & South Water St,casual,78
16,Clark St & Drummond Pl,casual,78
14,Lakefront Trail & Wilson Ave,casual,78
20,Halsted St & Roscoe St,casual,77
10,Michigan Ave & Washington St,casual,77
13,Canal St & Adams St,casual,77
11,Clark St & Newport St,casual,77
13,State St & Randolph St,casual,77
14,Broadway & Sheridan Rd,casual,77
8,Troy St & North Ave,casual,77
19,Greenview Ave & Fullerton Ave,casual,77
18,Sheridan Rd & Buena Ave,casual,77
11,Ashland Ave & Division St,casual,77
17,St. Clair St & Erie St,casual,77
7,Clinton St & Madison St,casual,77
12,Stockton Dr & Wrightwood Ave,casual,77
13,Franklin St & Jackson Blvd,casual,77
12,Sedgwick St & Webster Ave,casual,77
16,Rush St & Cedar St,casual,77
17,LaSalle Dr & Huron St,casual,77
18,Clark St & North Ave,casual,77
9,Michigan Ave & 8th St,casual,77
14,McCormick Place,casual,77
17,McCormick Place,casual,77
11,Clark St & Drummond Pl,casual,77
17,Aberdeen St & Jackson Blvd,casual,77
13,Southport Ave & Wellington Ave,casual,76
19,State St & Randolph St,casual,76
11,St. Clair St & Erie St,casual,76
9,Sheridan Rd & Noyes St (NU),casual,76
15,Canal St & Monroe St,casual,76
19,Stockton Dr & Wrightwood Ave,casual,76
8,Halsted St & Roscoe St,casual,76
11,Wilton Ave & Diversey Pkwy,casual,76
14,State St & Kinzie St,casual,76
13,LaSalle St & Jackson Blvd,casual,76
16,Stockton Dr & Wrightwood Ave,casual,76
15,Burnham Harbor,casual,76
8,Dearborn St & Erie St,casual,76
16,Clarendon Ave & Gordon Ter,casual,76
16,Rush St & Hubbard St,casual,76
20,Clark St & Schiller St,casual,76
12,Racine Ave & Belmont Ave,casual,76
22,Millennium Park,casual,76
10,Theater on the Lake,casual,76
16,Bissell St & Armitage Ave*,casual,75
19,Franklin St & Jackson Blvd,casual,75
11,DuSable Lake Shore Dr & Belmont Ave,casual,75
16,LaSalle St & Washington St,casual,75
19,Southport Ave & Wellington Ave,casual,75
12,Desplaines St & Kinzie St,casual,75
20,Larrabee St & Webster Ave,casual,75
22,Sheridan Rd & Irving Park Rd,casual,75
19,Franklin St & Illinois St,casual,75
12,Fairbanks Ct & Grand Ave,casual,75
15,Fairbanks Ct & Grand Ave,casual,75
22,Clark St & Lincoln Ave,casual,75
18,Ashland Ave & Blackhawk St,casual,75
16,Michigan Ave & Madison St,casual,75
18,Bissell St & Armitage Ave*,casual,75
14,Racine Ave & Fullerton Ave,casual,75
11,New St & Illinois St,casual,75
12,Southport Ave & Waveland Ave,casual,75
19,Columbus Dr & Randolph St,casual,75
14,Wabash Ave & Wacker Pl,casual,75
17,Michigan Ave & 14th St,casual,75
18,Clarendon Ave & Junior Ter,casual,75
11,Wells St & Evergreen Ave,casual,75
15,Cannon Dr & Fullerton Ave,casual,75
8,DuSable Lake Shore Dr & North Blvd,casual,75
20,Lakeview Ave & Fullerton Pkwy,casual,75
8,Streeter Dr & Grand Ave,casual,75
19,Daley Center Plaza,casual,75
12,Franklin St & Lake St,casual,74
20,State St & Chicago Ave,casual,74
11,Dearborn Pkwy & Delaware Pl,casual,74
20,New St & Illinois St,casual,74
18,Halsted St & Willow St,casual,74
19,Clark St & Chicago Ave,casual,74
15,Talman Ave & Addison St,casual,74
14,LaSalle St & Jackson Blvd,casual,74
15,Canal St & Madison St,casual,74
17,Orleans St & Chestnut St (NEXT Apts),casual,74
23,Halsted St & Roscoe St,casual,74
17,N Green St & W Lake St,casual,74
12,Clark St & Schiller St,casual,74
20,DuSable Lake Shore Dr & Belmont Ave,casual,74
14,Desplaines St & Kinzie St,casual,74
20,Southport Ave & Waveland Ave,casual,74
13,Sheridan Rd & Irving Park Rd,casual,74
18,Burling St & Diversey Pkwy,casual,74
11,Montrose Harbor,casual,74
14,Broadway & Belmont Ave,casual,74
18,Larrabee St & Kingsbury St,casual,74
10,Indiana Ave & Roosevelt Rd,casual,74
14,Clark St & Grace St,casual,74
21,Wabash Ave & Grand Ave,casual,74
16,Pine Grove Ave & Irving Park Rd,casual,74
17,Clarendon Ave & Junior Ter,casual,74
17,Marine Dr & Ainslie St,casual,74
16,Ogden Ave & Chicago Ave,casual,73
14,Mies van der Rohe Way & Chestnut St,casual,73
12,Federal St & Polk St,casual,73
13,Clinton St & Madison St,casual,73
11,Federal St & Polk St,casual,73
18,State St & Randolph St,casual,73
10,Wells St & Huron St,casual,73
15,Wabash Ave & 9th St,casual,73
20,University Ave & 57th St,casual,73
13,Federal St & Polk St,casual,73
12,Clinton St & Madison St,casual,73
11,LaSalle St & Illinois St,casual,73
12,Wabash Ave & Wacker Pl,casual,73
17,Ogden Ave & Race Ave,casual,73
15,Sheffield Ave & Wellington Ave,casual,73
10,Wilton Ave & Diversey Pkwy,casual,73
21,Halsted St & Roscoe St,casual,73
13,Sheffield Ave & Kingsbury St,casual,73
19,Southport Ave & Roscoe St,casual,73
9,DuSable Lake Shore Dr & North Blvd,casual,73
13,Broadway & Sheridan Rd,casual,73
12,Wells St & Evergreen Ave,casual,73
19,Wood St & Milwaukee Ave,casual,73
17,Mies van der Rohe Way & Chicago Ave,casual,73
14,Stockton Dr & Wrightwood Ave,casual,73
17,Rush St & Superior St,casual,73
10,Wabash Ave & Grand Ave,casual,73
21,Shedd Aquarium,casual,73
8,Clark St & Wrightwood Ave,casual,72
9,Ellis Ave & 55th St,casual,72
19,Mies van der Rohe Way & Chestnut St,casual,72
11,Wells St & Elm St,casual,72
16,Sheridan Rd & Montrose Ave,casual,72
18,Larrabee St & Division St,casual,72
14,Ravenswood Ave & Lawrence Ave,casual,72
11,State St & Kinzie St,casual,72
15,Sedgwick St & Webster Ave,casual,72
13,Franklin St & Monroe St,casual,72
16,Clark St & Berwyn Ave,casual,72
12,Broadway & Sheridan Rd,casual,72
13,Desplaines St & Kinzie St,casual,72
10,Kingsbury St & Kinzie St,casual,72
15,Clark St & Lake St,casual,72
15,Cityfront Plaza Dr & Pioneer Ct,casual,72
11,Broadway & Belmont Ave,casual,72
8,Milwaukee Ave & Grand Ave,casual,72
18,Wabash Ave & 9th St,casual,72
10,DuSable Lake Shore Dr & Belmont Ave,casual,72
16,Wells St & Polk St,casual,72
13,McClurg Ct & Erie St,casual,72
17,Clark St & Berwyn Ave,casual,72
16,LaSalle St & Adams St,casual,72
19,Broadway & Belmont Ave,casual,72
20,Clark St & Drummond Pl,casual,72
11,Adler Planetarium,casual,72
23,Michigan Ave & Lake St,casual,72
14,Burnham Harbor,casual,71
9,Columbus Dr & Randolph St,casual,71
18,Damen Ave & Chicago Ave,casual,71
15,Sangamon St & Lake St,casual,71
10,LaSalle St & Illinois St,casual,71
21,Southport Ave & Waveland Ave,casual,71
14,Clarendon Ave & Junior Ter,casual,71
17,Larrabee St & Armitage Ave,casual,71
19,Michigan Ave & 14th St,casual,71
12,Lincoln Ave & Diversey Pkwy,casual,71
12,Clark St & North Ave,casual,71
12,Halsted St & Dickens Ave,casual,71
19,Wabash Ave & Wacker Pl,casual,71
16,Field Blvd & South Water St,casual,71
