weeknum,start_station_name,member_casual,count_of_users
17,LaSalle St & Illinois St,casual,74
19,Clark St & Lincoln Ave,casual,74
20,Wells St & Elm St,casual,74
21,Clark St & North Ave,casual,74
21,Clark St & Grace St,casual,74
22,Sheridan Rd & Irving Park Rd,casual,74
24,Wells St & Elm St,casual,74
27,Sheridan Rd & Irving Park Rd,casual,74
29,Halsted St & Clybourn Ave,casual,74
29,Southport Ave & Roscoe St,casual,74
29,Daley Center Plaza,casual,74
29,St. Clair St & Erie St,casual,74
30,Lincoln Park Conservatory,casual,74
30,Michigan Ave & Lake St,casual,74
30,Clarendon Ave & Gordon Ter,casual,74
2,Ellis Ave & 55th St,casual,73
7,University Ave & 57th St,casual,73
9,Ashland Ave & Division St,casual,73
9,Ellis Ave & 60th St,casual,73
12,Michigan Ave & Washington St,casual,73
14,LaSalle St & Illinois St,casual,73
15,Clark St & Randolph St,casual,73
15,Wood St & Milwaukee Ave,casual,73
15,State St & Chicago Ave,casual,73
15,Dearborn St & Monroe St,casual,73
16,Damen Ave & Pierce Ave,casual,73
16,DuSable Lake Shore Dr & North Blvd,casual,73
16,Michigan Ave & Lake St,casual,73
20,Wabash Ave & Wacker Pl,casual,73
20,Halsted St & Clybourn Ave,casual,73
20,State St & Chicago Ave,casual,73
21,Peoria St & Jackson Blvd,casual,73
21,Sheffield Ave & Wrightwood Ave,casual,73
23,Clark St & Elm St,casual,73
24,Wells St & Huron St,casual,73
24,Southport Ave & Wellington Ave,casual,73
24,St. Clair St & Erie St,casual,73
24,Pine Grove Ave & Waveland Ave,casual,73
25,Clark St & Berwyn Ave,casual,73
25,Larrabee St & Kingsbury St,casual,73
27,Adler Planetarium,casual,73
28,Michigan Ave & Washington St,casual,73
28,Wabash Ave & 9th St,casual,73
29,Stockton Dr & Wrightwood Ave,casual,73
29,Clark St & Winnemac Ave,casual,73
29,Wells St & Evergreen Ave,casual,73
30,Wilton Ave & Diversey Pkwy,casual,73
6,Broadway & Barry Ave,casual,72
6,University Ave & 57th St,casual,72
9,Kingsbury St & Kinzie St,casual,72
9,Wells St & Concord Ln,casual,72
13,Wabash Ave & Grand Ave,casual,72
13,Clark St & Elm St,casual,72
15,Rush St & Superior St,casual,72
17,Adler Planetarium,casual,72
18,DuSable Lake Shore Dr & Diversey Pkwy,casual,72
19,Michigan Ave & Oak St,casual,72
19,University Ave & 57th St,casual,72
20,Ellis Ave & 55th St,casual,72
21,Lincoln Ave & Diversey Pkwy,casual,72
21,Larrabee St & Webster Ave,casual,72
21,Clarendon Ave & Junior Ter,casual,72
22,Clark St & Berwyn Ave,casual,72
22,LaSalle St & Illinois St,casual,72
23,Clark St & Grace St,casual,72
23,Clinton St & Washington Blvd,casual,72
23,St. Clair St & Erie St,casual,72
23,DuSable Lake Shore Dr & Wellington Ave,casual,72
25,State St & Chicago Ave,casual,72
25,Halsted St & Dickens Ave,casual,72
25,Wabash Ave & Wacker Pl,casual,72
26,Wabash Ave & Wacker Pl,casual,72
27,Wells St & Evergreen Ave,casual,72
27,Cityfront Plaza Dr & Pioneer Ct,casual,72
28,State St & Kinzie St,casual,72
29,Honore St & Division St,casual,72
29,Pine Grove Ave & Waveland Ave,casual,72
30,Clark St & North Ave,casual,72
30,Broadway & Waveland Ave,casual,72
30,DuSable Lake Shore Dr & Wellington Ave,casual,72
9,Orleans St & Merchandise Mart Plaza,casual,71
10,Wells St & Hubbard St,casual,71
11,Wilton Ave & Belmont Ave,casual,71
13,Michigan Ave & 8th St,casual,71
13,Dusable Harbor,casual,71
13,Clinton St & Washington Blvd,casual,71
13,Sheffield Ave & Fullerton Ave,casual,71
14,Pine Grove Ave & Waveland Ave,casual,71
15,Kingsbury St & Erie St,casual,71
16,,casual,71
16,LaSalle St & Illinois St,casual,71
17,Clark St & Wrightwood Ave,casual,71
18,University Ave & 57th St,casual,71
20,Ashland Ave & Division St,casual,71
20,Kimbark Ave & 53rd St,casual,71
21,McClurg Ct & Ohio St,casual,71
21,Stockton Dr & Wrightwood Ave,casual,71
22,Mies van der Rohe Way & Chestnut St,casual,71
22,Racine Ave & Belmont Ave,casual,71
22,Clark St & Schiller St,casual,71
23,State St & Chicago Ave,casual,71
23,Pine Grove Ave & Waveland Ave,casual,71
23,Mies van der Rohe Way & Chestnut St,casual,71
24,Michigan Ave & Washington St,casual,71
25,Canal St & Adams St,casual,71
25,Kedzie Ave & Milwaukee Ave,casual,71
25,State St & Randolph St,casual,71
27,Kingsbury St & Kinzie St,casual,71
27,California Ave & Milwaukee Ave,casual,71
28,Dearborn St & Monroe St,casual,71
28,Clark St & Wrightwood Ave,casual,71
7,Michigan Ave & Oak St,casual,70
9,Wilton Ave & Belmont Ave,casual,70
10,Clark St & Newport St,casual,70
11,Kingsbury St & Kinzie St,casual,70
12,Broadway & Barry Ave,casual,70
12,Orleans St & Merchandise Mart Plaza,casual,70
13,Clark St & Armitage Ave,casual,70
15,Franklin St & Jackson Blvd,casual,70
16,Kingsbury St & Kinzie St,casual,70
18,Wells St & Huron St,casual,70
21,Dearborn St & Erie St,casual,70
22,New St & Illinois St,casual,70
23,Greenview Ave & Fullerton Ave,casual,70
25,Wilton Ave & Belmont Ave,casual,70
25,Greenview Ave & Fullerton Ave,casual,70
27,Halsted St & Roscoe St,casual,70
27,Sheffield Ave & Wrightwood Ave,casual,70
27,Pine Grove Ave & Irving Park Rd,casual,70
27,St. Clair St & Erie St,casual,70
27,McCormick Place,casual,70
28,McClurg Ct & Erie St,casual,70
28,Southport Ave & Roscoe St,casual,70
29,Clarendon Ave & Gordon Ter,casual,70
30,Southport Ave & Waveland Ave,casual,70
1,Ellis Ave & 60th St,casual,69
3,State St & Chicago Ave,casual,69
9,Wells St & Elm St,casual,69
12,LaSalle St & Illinois St,casual,69
12,Wells St & Elm St,casual,69
12,Clinton St & Jackson Blvd,casual,69
12,Clinton St & Washington Blvd,casual,69
12,Michigan Ave & 8th St,casual,69
13,Clinton St & Jackson Blvd,casual,69
13,DuSable Lake Shore Dr & North Blvd,casual,69
14,Kingsbury St & Kinzie St,casual,69
14,Ellis Ave & 60th St,casual,69
15,Clark St & Chicago Ave,casual,69
15,Clark St & Lincoln Ave,casual,69
15,Western Ave & Winnebago Ave,casual,69
16,Racine Ave & Belmont Ave,casual,69
18,Michigan Ave & Washington St,casual,69
18,Lincoln Park Conservatory,casual,69
21,New St & Illinois St,casual,69
24,Clinton St & Washington Blvd,casual,69
24,Clark St & Schiller St,casual,69
26,Montrose Harbor,casual,69
26,Broadway & Barry Ave,casual,69
27,Clinton St & Jackson Blvd,casual,69
29,Pine Grove Ave & Irving Park Rd,casual,69
29,Ravenswood Ave & Lawrence Ave,casual,69
29,Wabash Ave & Wacker Pl,casual,69
29,Orleans St & Merchandise Mart Plaza,casual,69
29,Wilton Ave & Diversey Pkwy,casual,69
30,Wells St & Evergreen Ave,casual,69
30,Michigan Ave & Madison St,casual,69
30,Kingsbury St & Kinzie St,casual,69
6,Ellis Ave & 60th St,casual,68
9,LaSalle St & Illinois St,casual,68
10,Canal St & Adams St,casual,68
11,Canal St & Madison St,casual,68
13,Wells St & Huron St,casual,68
13,Columbus Dr & Randolph St,casual,68
13,Michigan Ave & Oak St,casual,68
15,Wells St & Walton St,casual,68
15,Clark St & Winnemac Ave,casual,68
15,Mies van der Rohe Way & Chicago Ave,casual,68
18,Clark St & Wrightwood Ave,casual,68
19,State St & Chicago Ave,casual,68
20,Canal St & Adams St,casual,68
21,Clinton St & Lake St,casual,68
21,Field Blvd & South Water St,casual,68
23,New St & Illinois St,casual,68
25,Clarendon Ave & Gordon Ter,casual,68
25,Mies van der Rohe Way & Chicago Ave,casual,68
25,Damen Ave & Pierce Ave,casual,68
28,Sheffield Ave & Webster Ave,casual,68
28,State St & Harrison St,casual,68
30,Wells St & Elm St,casual,68
30,Marine Dr & Ainslie St,casual,68
30,Calumet Ave & 18th St,casual,68
8,Broadway & Barry Ave,casual,67
9,Clinton St & Washington Blvd,casual,67
10,Clinton St & Madison St,casual,67
11,Wells St & Huron St,casual,67
12,Clinton St & Madison St,casual,67
12,Wells St & Hubbard St,casual,67
12,Wilton Ave & Belmont Ave,casual,67
12,Damen Ave & Pierce Ave,casual,67
13,LaSalle St & Illinois St,casual,67
14,Columbus Dr & Randolph St,casual,67
15,Rush St & Hubbard St,casual,67
16,Clark St & Armitage Ave,casual,67
18,Michigan Ave & Lake St,casual,67
18,DuSable Lake Shore Dr & Belmont Ave,casual,67
20,Sheffield Ave & Waveland Ave,casual,67
20,Lincoln Park Conservatory,casual,67
20,Wabash Ave & Roosevelt Rd,casual,67
21,Broadway & Sheridan Rd,casual,67
21,Michigan Ave & 8th St,casual,67
22,Wells St & Evergreen Ave,casual,67
22,Wells St & Huron St,casual,67
22,Milwaukee Ave & Grand Ave,casual,67
23,Halsted St & Dickens Ave,casual,67
24,Damen Ave & Pierce Ave,casual,67
24,Halsted St & Dickens Ave,casual,67
24,Burnham Harbor,casual,67
25,McClurg Ct & Ohio St,casual,67
26,Wabash Ave & Grand Ave,casual,67
26,Clark St & Armitage Ave,casual,67
27,Michigan Ave & Lake St,casual,67
28,LaSalle St & Illinois St,casual,67
28,Wells St & Huron St,casual,67
29,Mies van der Rohe Way & Chicago Ave,casual,67
30,Sheffield Ave & Wrightwood Ave,casual,67
30,Stockton Dr & Wrightwood Ave,casual,67
30,Michigan Ave & 14th St,casual,67
30,Clark St & Armitage Ave,casual,67
30,Ritchie Ct & Banks St,casual,67
2,Clark St & Elm St,casual,66
6,Wilton Ave & Belmont Ave,casual,66
8,Kingsbury St & Kinzie St,casual,66
8,Field Museum,casual,66
11,Indiana Ave & Roosevelt Rd,casual,66
12,Indiana Ave & Roosevelt Rd,casual,66
13,Clark St & Wrightwood Ave,casual,66
15,Sedgwick St & Webster Ave,casual,66
15,Wells St & Evergreen Ave,casual,66
20,Larrabee St & Webster Ave,casual,66
20,Kingsbury St & Kinzie St,casual,66
21,Clark St & Randolph St,casual,66
21,Broadway & Waveland Ave,casual,66
21,Southport Ave & Waveland Ave,casual,66
21,Dearborn Pkwy & Delaware Pl,casual,66
22,Southport Ave & Roscoe St,casual,66
22,Clarendon Ave & Gordon Ter,casual,66
24,Adler Planetarium,casual,66
24,McClurg Ct & Ohio St,casual,66
24,Clark St & Berwyn Ave,casual,66
25,Franklin St & Chicago Ave,casual,66
25,Lakeview Ave & Fullerton Pkwy,casual,66
25,Sheffield Ave & Wellington Ave,casual,66
25,Dearborn St & Erie St,casual,66
25,Wells St & Huron St,casual,66
27,Sheffield Ave & Fullerton Ave,casual,66
27,Sedgwick St & North Ave,casual,66
28,Wabash Ave & Roosevelt Rd,casual,66
28,Broadway & Cornelia Ave,casual,66
29,Sedgwick St & North Ave,casual,66
29,Wells St & Huron St,casual,66
29,Clark St & Wrightwood Ave,casual,66
29,Dearborn St & Erie St,casual,66
30,Wells St & Concord Ln,casual,66
30,Racine Ave & Fullerton Ave,casual,66
2,Shedd Aquarium,casual,65
3,Ellis Ave & 60th St,casual,65
6,DuSable Lake Shore Dr & Monroe St,casual,65
6,Clark St & Elm St,casual,65
8,Damen Ave & Pierce Ave,casual,65
9,Wells St & Huron St,casual,65
9,Daley Center Plaza,casual,65
9,Michigan Ave & Oak St,casual,65
10,Wabash Ave & Grand Ave,casual,65
12,New St & Illinois St,casual,65
13,Canal St & Adams St,casual,65
13,Franklin St & Jackson Blvd,casual,65
14,Clark St & Elm St,casual,65
15,Clinton St & Lake St,casual,65
18,Ashland Ave & Division St,casual,65
18,Kingsbury St & Kinzie St,casual,65
20,Sheffield Ave & Wrightwood Ave,casual,65
20,Dearborn Pkwy & Delaware Pl,casual,65
21,Wilton Ave & Diversey Pkwy,casual,65
21,Wells St & Huron St,casual,65
21,Halsted St & Clybourn Ave,casual,65
21,Sheffield Ave & Wellington Ave,casual,65
22,Sheffield Ave & Wellington Ave,casual,65
22,Rush St & Superior St,casual,65
22,Honore St & Division St,casual,65
23,Lincoln Ave & Fullerton Ave,casual,65
24,Wabash Ave & Wacker Pl,casual,65
24,University Ave & 57th St,casual,65
25,Michigan Ave & Madison St,casual,65
25,Broadway & Sheridan Rd,casual,65
25,Milwaukee Ave & Wabansia Ave,casual,65
26,Fairbanks Ct & Grand Ave,casual,65
27,Halsted St & Wrightwood Ave,casual,65
27,Pine Grove Ave & Waveland Ave,casual,65
27,Ravenswood Ave & Lawrence Ave,casual,65
28,Dearborn St & Erie St,casual,65
28,Sheridan Rd & Lawrence Ave,casual,65
28,Sheffield Ave & Wellington Ave,casual,65
29,Kedzie Ave & Milwaukee Ave,casual,65
29,California Ave & Milwaukee Ave,casual,65
1,Ellis Ave & 55th St,casual,64
2,Millennium Park,casual,64
2,Broadway & Barry Ave,casual,64
7,Broadway & Barry Ave,casual,64
8,Ellis Ave & 60th St,casual,64
9,Green St & Madison St,casual,64
9,Dearborn St & Erie St,casual,64
12,Halsted St & Roscoe St,casual,64
13,Broadway & Barry Ave,casual,64
14,Halsted St & Clybourn Ave,casual,64
15,Desplaines St & Randolph St,casual,64
16,Clark St & Newport St,casual,64
17,,casual,64
20,Shedd Aquarium,casual,64
20,McClurg Ct & Ohio St,casual,64
22,Canal St & Madison St,casual,64
22,Cityfront Plaza Dr & Pioneer Ct,casual,64
22,Kingsbury St & Kinzie St,casual,64
23,Broadway & Waveland Ave,casual,64
23,Canal St & Adams St,casual,64
23,Franklin St & Monroe St,casual,64
24,Sheridan Rd & Irving Park Rd,casual,64
25,Mies van der Rohe Way & Chestnut St,casual,64
25,St. Clair St & Erie St,casual,64
26,Wells St & Evergreen Ave,casual,64
26,Clark St & Newport St,casual,64
26,Canal St & Adams St,casual,64
27,Halsted St & Clybourn Ave,casual,64
27,Sheffield Ave & Waveland Ave,casual,64
28,Halsted St & Wrightwood Ave,casual,64
28,Burling St & Diversey Pkwy,casual,64
28,Kingsbury St & Kinzie St,casual,64
28,Ashland Ave & Division St,casual,64
28,Franklin St & Lake St,casual,64
29,Sheffield Ave & Wrightwood Ave,casual,64
30,Racine Ave & Belmont Ave,casual,64
6,Clark St & Newport St,casual,63
6,LaSalle St & Illinois St,casual,63
6,Kingsbury St & Kinzie St,casual,63
9,Michigan Ave & Lake St,casual,63
9,Indiana Ave & Roosevelt Rd,casual,63
12,Daley Center Plaza,casual,63
13,Halsted St & Roscoe St,casual,63
13,Daley Center Plaza,casual,63
15,Aberdeen St & Randolph St,casual,63
15,Calumet Ave & 18th St,casual,63
15,Dayton St & North Ave,casual,63
15,DuSable Lake Shore Dr & Wellington Ave,casual,63
15,Wilton Ave & Belmont Ave,casual,63
16,Halsted St & Clybourn Ave,casual,63
16,Lincoln Ave & Fullerton Ave,casual,63
17,Franklin St & Jackson Blvd,casual,63
20,Clark St & Elm St,casual,63
20,Sheffield Ave & Fullerton Ave,casual,63
20,New St & Illinois St,casual,63
21,Broadway & Belmont Ave,casual,63
22,Kimbark Ave & 53rd St,casual,63
22,Lincoln Ave & Fullerton Ave,casual,63
24,Halsted St & Wrightwood Ave,casual,63
25,Michigan Ave & 8th St,casual,63
25,Racine Ave & Belmont Ave,casual,63
26,Dearborn St & Erie St,casual,63
27,Clark St & Berwyn Ave,casual,63
27,Sedgwick St & Webster Ave,casual,63
27,Daley Center Plaza,casual,63
28,Clark St & Drummond Pl,casual,63
28,Franklin St & Illinois St,casual,63
28,Franklin St & Jackson Blvd,casual,63
30,St. Clair St & Erie St,casual,63
30,Pine Grove Ave & Waveland Ave,casual,63
2,State St & Chicago Ave,casual,62
5,University Ave & 57th St,casual,62
7,Ellis Ave & 55th St,casual,62
9,Theater on the Lake,casual,62
9,Wabash Ave & Grand Ave,casual,62
9,Field Museum,casual,62
10,Wells St & Huron St,casual,62
11,Michigan Ave & Washington St,casual,62
13,Damen Ave & Pierce Ave,casual,62
16,Wells St & Elm St,casual,62
16,Dusable Harbor,casual,62
17,Wabash Ave & Grand Ave,casual,62
17,Clark St & Armitage Ave,casual,62
19,Wells St & Concord Ln,casual,62
19,Wells St & Huron St,casual,62
20,DuSable Lake Shore Dr & Belmont Ave,casual,62
21,Dearborn St & Monroe St,casual,62
21,Montrose Harbor,casual,62
22,St. Clair St & Erie St,casual,62
23,Halsted St & Wrightwood Ave,casual,62
24,Broadway & Barry Ave,casual,62
24,Clark St & Drummond Pl,casual,62
25,Larrabee St & Webster Ave,casual,62
25,Michigan Ave & Jackson Blvd,casual,62
25,Orleans St & Hubbard St,casual,62
25,Adler Planetarium,casual,62
26,Mies van der Rohe Way & Chestnut St,casual,62
27,Sheffield Ave & Wellington Ave,casual,62
28,Southport Ave & Belmont Ave,casual,62
28,Sheffield Ave & Waveland Ave,casual,62
29,Mies van der Rohe Way & Chestnut St,casual,62
29,Clark St & Berwyn Ave,casual,62
29,Greenview Ave & Fullerton Ave,casual,62
30,Halsted St & Wrightwood Ave,casual,62
30,Wells St & Huron St,casual,62
30,Desplaines St & Kinzie St,casual,62
30,Broadway & Belmont Ave,casual,62
1,Clark St & Elm St,casual,61
6,Clinton St & Jackson Blvd,casual,61
7,Clark St & Newport St,casual,61
8,Daley Center Plaza,casual,61
9,Clinton St & Madison St,casual,61
9,Halsted St & Roscoe St,casual,61
10,State St & Chicago Ave,casual,61
13,Michigan Ave & Washington St,casual,61
13,Clinton St & Madison St,casual,61
14,Dearborn St & Erie St,casual,61
15,Clark St & North Ave,casual,61
15,Sheridan Rd & Montrose Ave,casual,61
16,Streeter Dr & Grand Ave,casual,61
19,Kedzie Ave & Milwaukee Ave,casual,61
21,Clark St & Wellington Ave,casual,61
21,Southport Ave & Wellington Ave,casual,61
22,Ravenswood Ave & Lawrence Ave,casual,61
23,DuSable Lake Shore Dr & Diversey Pkwy,casual,61
23,Damen Ave & Pierce Ave,casual,61
25,Sheffield Ave & Willow St,casual,61
25,Sheffield Ave & Wrightwood Ave,casual,61
25,Clark St & Grace St,casual,61
27,Clark St & North Ave,casual,61
28,Southport Ave & Wrightwood Ave,casual,61
28,Clark St & Wellington Ave,casual,61
28,Southport Ave & Waveland Ave,casual,61
29,Franklin St & Jackson Blvd,casual,61
29,Clark St & Wellington Ave,casual,61
29,Marine Dr & Ainslie St,casual,61
29,Wabash Ave & Roosevelt Rd,casual,61
30,Halsted St & Roscoe St,casual,61
30,State St & Chicago Ave,casual,61
52,Streeter Dr & Grand Ave,casual,61
6,Michigan Ave & Oak St,casual,60
6,Theater on the Lake,casual,60
7,Clinton St & Washington Blvd,casual,60
8,Michigan Ave & Oak St,casual,60
9,Michigan Ave & Washington St,casual,60
9,Sheffield Ave & Fullerton Ave,casual,60
9,Racine Ave & Belmont Ave,casual,60
11,Desplaines St & Kinzie St,casual,60
12,Wabash Ave & Grand Ave,casual,60
12,Canal St & Jackson Blvd,casual,60
12,Michigan Ave & Lake St,casual,60
12,Franklin St & Jackson Blvd,casual,60
12,Clark St & Elm St,casual,60
13,Desplaines St & Kinzie St,casual,60
13,Wilton Ave & Belmont Ave,casual,60
15,State St & 33rd St,casual,60
15,Halsted St & Wrightwood Ave,casual,60
15,Sheffield Ave & Waveland Ave,casual,60
16,Clark St & Wellington Ave,casual,60
17,Dearborn St & Erie St,casual,60
18,New St & Illinois St,casual,60
21,Orleans St & Merchandise Mart Plaza,casual,60
21,Wood St & Milwaukee Ave,casual,60
21,Field Museum,casual,60
21,Ritchie Ct & Banks St,casual,60
22,Field Blvd & South Water St,casual,60
22,California Ave & Milwaukee Ave,casual,60
22,Halsted St & Wrightwood Ave,casual,60
22,Kedzie Ave & Milwaukee Ave,casual,60
23,Lakeview Ave & Fullerton Pkwy,casual,60
23,Milwaukee Ave & Grand Ave,casual,60
23,Dearborn St & Erie St,casual,60
23,Larrabee St & Webster Ave,casual,60
24,Honore St & Division St,casual,60
24,Wood St & Milwaukee Ave,casual,60
25,Honore St & Division St,casual,60
25,Southport Ave & Wellington Ave,casual,60
26,Pine Grove Ave & Waveland Ave,casual,60
27,McClurg Ct & Ohio St,casual,60
27,Clark St & Drummond Pl,casual,60
27,Stockton Dr & Wrightwood Ave,casual,60
28,New St & Illinois St,casual,60
28,Adler Planetarium,casual,60
30,Sheffield Ave & Webster Ave,casual,60
30,Kedzie Ave & Milwaukee Ave,casual,60
30,Larrabee St & North Ave,casual,60
14,Wabash Ave & 9th St,casual,60
2,LaSalle St & Illinois St,casual,59
2,Clark St & Newport St,casual,59
3,Clinton St & Washington Blvd,casual,59
4,University Ave & 57th St,casual,59
4,Ellis Ave & 60th St,casual,59
6,State St & Chicago Ave,casual,59
7,LaSalle St & Illinois St,casual,59
8,Clark St & Elm St,casual,59
8,Michigan Ave & Lake St,casual,59
9,Clinton St & Jackson Blvd,casual,59
13,Franklin St & Chicago Ave,casual,59
14,Montrose Harbor,casual,59
15,Sedgwick St & Huron St,casual,59
15,Clinton St & Madison St,casual,59
16,Sheridan Rd & Noyes St (NU),casual,59
18,Sheffield Ave & Webster Ave,casual,59
19,Broadway & Cornelia Ave,casual,59
20,Halsted St & Roscoe St,casual,59
20,Mies van der Rohe Way & Chestnut St,casual,59
20,Damen Ave & Pierce Ave,casual,59
21,Adler Planetarium,casual,59
21,Michigan Ave & Jackson Blvd,casual,59
21,Racine Ave & Belmont Ave,casual,59
21,Clinton St & Washington Blvd,casual,59
21,California Ave & Milwaukee Ave,casual,59
22,Burnham Harbor,casual,59
22,Clinton St & Jackson Blvd,casual,59
23,Wood St & Milwaukee Ave,casual,59
23,Racine Ave & Fullerton Ave,casual,59
24,Clark St & North Ave,casual,59
24,New St & Illinois St,casual,59
25,University Ave & 57th St,casual,59
25,Wells St & Evergreen Ave,casual,59
26,Sheffield Ave & Wellington Ave,casual,59
28,Canal St & Adams St,casual,59
28,Sheffield Ave & Fullerton Ave,casual,59
28,Lincoln Park Conservatory,casual,59
29,Michigan Ave & Jackson Blvd,casual,59
30,Halsted St & Clybourn Ave,casual,59
3,Clark St & Elm St,casual,58
6,Canal St & Madison St,casual,58
6,Wells St & Evergreen Ave,casual,58
